,sample,sex,pop,pop_name,superpop,superpop_name
2597,NA19394,male,LWK,Luhya,AFR,African Ancestry
2598,NA19118,female,YRI,Yoruba,AFR,African Ancestry
2599,NA19399,female,LWK,Luhya,AFR,African Ancestry
2600,HG03265,male,ESN,Esan,AFR,African Ancestry
2601,NA19120,male,YRI,Yoruba,AFR,African Ancestry
2602,NA19197,female,YRI,Yoruba,AFR,African Ancestry
2603,NA19132,female,YRI,Yoruba,AFR,African Ancestry
2604,NA19200,male,YRI,Yoruba,AFR,African Ancestry
2605,HG03479,female,MSL,Mende,AFR,African Ancestry
2606,NA19137,female,YRI,Yoruba,AFR,African Ancestry
2607,NA19205,male,YRI,Yoruba,AFR,African Ancestry
2608,HG03486,female,MSL,Mende,AFR,African Ancestry
2609,NA19144,male,YRI,Yoruba,AFR,African Ancestry
2610,NA19224,male,YRI,Yoruba,AFR,African Ancestry
2611,NA19149,female,YRI,Yoruba,AFR,African Ancestry
2612,NA19236,male,YRI,Yoruba,AFR,African Ancestry
2613,NA19151,female,YRI,Yoruba,AFR,African Ancestry
2614,NA19248,male,YRI,Yoruba,AFR,African Ancestry
2615,NA19175,male,YRI,Yoruba,AFR,African Ancestry
2616,NA20505,female,TSI,Toscani,EUR,European Ancestry
2617,HG03311,male,ESN,Esan,AFR,African Ancestry
2618,NA18855,female,YRI,Yoruba,AFR,African Ancestry
2619,NA20512,male,TSI,Toscani,EUR,European Ancestry
2620,HG03342,female,ESN,Esan,AFR,African Ancestry
2621,NA18862,male,YRI,Yoruba,AFR,African Ancestry
2622,NA20517,female,TSI,Toscani,EUR,European Ancestry
2623,HG03354,female,ESN,Esan,AFR,African Ancestry
2624,NA18867,female,YRI,Yoruba,AFR,African Ancestry
2625,NA20524,male,TSI,Toscani,EUR,European Ancestry
2626,NA18874,male,YRI,Yoruba,AFR,African Ancestry
2627,NA20529,female,TSI,Toscani,EUR,European Ancestry
2628,HG03366,female,ESN,Esan,AFR,African Ancestry
2629,NA18879,male,YRI,Yoruba,AFR,African Ancestry
2630,NA20531,female,TSI,Toscani,EUR,European Ancestry
2631,HG03518,male,ESN,Esan,AFR,African Ancestry
2632,NA18881,female,YRI,Yoruba,AFR,African Ancestry
2633,NA20536,male,TSI,Toscani,EUR,European Ancestry
2634,HG03520,female,ESN,Esan,AFR,African Ancestry
2635,NA18906,female,YRI,Yoruba,AFR,African Ancestry
2636,NA20543,male,TSI,Toscani,EUR,European Ancestry
2637,NA19199,female,YRI,Yoruba,AFR,African Ancestry
2638,NA20581,male,TSI,Toscani,EUR,European Ancestry
2639,HG03556,male,MSL,Mende,AFR,African Ancestry
2640,NA19202,female,YRI,Yoruba,AFR,African Ancestry
2641,NA20586,male,TSI,Toscani,EUR,European Ancestry
2642,HG03563,female,MSL,Mende,AFR,African Ancestry
2643,NA19207,male,YRI,Yoruba,AFR,African Ancestry
2644,NA20752,male,TSI,Toscani,EUR,European Ancestry
2645,NA19214,female,YRI,Yoruba,AFR,African Ancestry
2646,NA20757,female,TSI,Toscani,EUR,European Ancestry
2647,HG03378,female,MSL,Mende,AFR,African Ancestry
2648,NA19221,female,YRI,Yoruba,AFR,African Ancestry
2649,NA20764,female,TSI,Toscani,EUR,European Ancestry
2650,HG03380,female,MSL,Mende,AFR,African Ancestry
2651,NA19226,male,YRI,Yoruba,AFR,African Ancestry
2652,NA20769,female,TSI,Toscani,EUR,European Ancestry
2653,HG03385,male,MSL,Mende,AFR,African Ancestry
2654,NA19238,female,YRI,Yoruba,AFR,African Ancestry
2655,NA20771,female,TSI,Toscani,EUR,European Ancestry
2656,NA19240,female,YRI,Yoruba,AFR,African Ancestry
2657,NA20783,male,TSI,Toscani,EUR,European Ancestry
2658,HG03291,female,ESN,Esan,AFR,African Ancestry
2659,NA19252,male,YRI,Yoruba,AFR,African Ancestry
2660,NA20790,female,TSI,Toscani,EUR,European Ancestry
2661,NA19257,female,YRI,Yoruba,AFR,African Ancestry
2662,NA20795,female,TSI,Toscani,EUR,European Ancestry
2663,HG03304,male,ESN,Esan,AFR,African Ancestry
2664,NA19308,male,LWK,Luhya,AFR,African Ancestry
2665,NA20803,male,TSI,Toscani,EUR,European Ancestry
2666,HG03195,female,ESN,Esan,AFR,African Ancestry
2667,NA19310,female,LWK,Luhya,AFR,African Ancestry
2668,NA20808,female,TSI,Toscani,EUR,European Ancestry
2669,NA19428,male,LWK,Luhya,AFR,African Ancestry
2670,NA20810,male,TSI,Toscani,EUR,European Ancestry
2671,HG03234,male,PJL,Punjabi,SAS,South Asian Ancestry
2672,NA19430,male,LWK,Luhya,AFR,African Ancestry
2673,NA20815,male,TSI,Toscani,EUR,European Ancestry
2674,HG03397,male,MSL,Mende,AFR,African Ancestry
2675,NA19435,female,LWK,Luhya,AFR,African Ancestry
2676,NA20822,female,TSI,Toscani,EUR,European Ancestry
2677,NA19454,male,LWK,Luhya,AFR,African Ancestry
2678,NA20827,male,TSI,Toscani,EUR,European Ancestry
2679,HG03436,male,MSL,Mende,AFR,African Ancestry
2680,NA19461,male,LWK,Luhya,AFR,African Ancestry
2681,NA20846,male,GIH,Gujarati,SAS,South Asian Ancestry
2682,NA19466,male,LWK,Luhya,AFR,African Ancestry
2683,NA20853,female,GIH,Gujarati,SAS,South Asian Ancestry
2684,HG03455,female,MSL,Mende,AFR,African Ancestry
2685,NA19473,female,LWK,Luhya,AFR,African Ancestry
2686,NA19625,female,ASW,African Ancestry SW,AFR,African Ancestry
2687,NA19818,male,ASW,African Ancestry SW,AFR,African Ancestry
2688,NA19649,male,MXL,Mexican Ancestry,AMR,American Ancestry
2689,NA19902,female,ASW,African Ancestry SW,AFR,African Ancestry
2690,NA19651,female,MXL,Mexican Ancestry,AMR,American Ancestry
2691,NA19914,female,ASW,African Ancestry SW,AFR,African Ancestry
2692,NA19656,female,MXL,Mexican Ancestry,AMR,American Ancestry
2693,NA19919,male,ASW,African Ancestry SW,AFR,African Ancestry
2694,NA19663,female,MXL,Mexican Ancestry,AMR,American Ancestry
2695,NA19921,female,ASW,African Ancestry SW,AFR,African Ancestry
2696,HG03690,female,STU,Tamil,SAS,South Asian Ancestry
2697,NA20502,female,TSI,Toscani,EUR,European Ancestry
2698,NA19983,female,ASW,African Ancestry SW,AFR,African Ancestry
2699,NA20507,female,TSI,Toscani,EUR,European Ancestry
2700,NA19731,female,MXL,Mexican Ancestry,AMR,American Ancestry
2701,NA20514,female,TSI,Toscani,EUR,European Ancestry
2702,NA19748,female,MXL,Mexican Ancestry,AMR,American Ancestry
2703,HG03607,female,BEB,Bengali,SAS,South Asian Ancestry
2704,NA20519,male,TSI,Toscani,EUR,European Ancestry
2705,NA19750,male,MXL,Mexican Ancestry,AMR,American Ancestry
2706,HG03619,female,PJL,Punjabi,SAS,South Asian Ancestry
2707,NA20521,male,TSI,Toscani,EUR,European Ancestry
2708,NA19755,female,MXL,Mexican Ancestry,AMR,American Ancestry
2709,NA20526,female,TSI,Toscani,EUR,European Ancestry
2710,NA19762,male,MXL,Mexican Ancestry,AMR,American Ancestry
2711,NA20533,female,TSI,Toscani,EUR,European Ancestry
2712,NA19774,male,MXL,Mexican Ancestry,AMR,American Ancestry
2713,HG03633,male,PJL,Punjabi,SAS,South Asian Ancestry
2714,NA20538,male,TSI,Toscani,EUR,European Ancestry
2715,NA19779,female,MXL,Mexican Ancestry,AMR,American Ancestry
2716,NA20540,female,TSI,Toscani,EUR,European Ancestry
2717,NA19781,female,MXL,Mexican Ancestry,AMR,American Ancestry
2718,HG03640,female,PJL,Punjabi,SAS,South Asian Ancestry
2719,NA20588,male,TSI,Toscani,EUR,European Ancestry
2720,NA19786,male,MXL,Mexican Ancestry,AMR,American Ancestry
2721,HG03645,female,STU,Tamil,SAS,South Asian Ancestry
2722,NA20754,male,TSI,Toscani,EUR,European Ancestry
2723,NA20322,female,ASW,African Ancestry SW,AFR,African Ancestry
2724,HG03652,male,PJL,Punjabi,SAS,South Asian Ancestry
2725,NA20759,male,TSI,Toscani,EUR,European Ancestry
2726,NA20334,female,ASW,African Ancestry SW,AFR,African Ancestry
2727,HG03575,female,MSL,Mende,AFR,African Ancestry
2728,NA20761,female,TSI,Toscani,EUR,European Ancestry
2729,NA20339,female,ASW,African Ancestry SW,AFR,African Ancestry
2730,HG03582,male,MSL,Mende,AFR,African Ancestry
2731,NA20766,female,TSI,Toscani,EUR,European Ancestry
2732,NA20341,female,ASW,African Ancestry SW,AFR,African Ancestry
2733,NA20773,female,TSI,Toscani,EUR,European Ancestry
2734,NA20346,male,ASW,African Ancestry SW,AFR,African Ancestry
2735,HG03594,male,BEB,Bengali,SAS,South Asian Ancestry
2736,NA19315,female,LWK,Luhya,AFR,African Ancestry
2737,NA20358,male,ASW,African Ancestry SW,AFR,African Ancestry
2738,HG03695,male,STU,Tamil,SAS,South Asian Ancestry
2739,NA19327,female,LWK,Luhya,AFR,African Ancestry
2740,NA20360,male,ASW,African Ancestry SW,AFR,African Ancestry
2741,HG03703,female,PJL,Punjabi,SAS,South Asian Ancestry
2742,NA19334,male,LWK,Luhya,AFR,African Ancestry
2743,NA20904,male,GIH,Gujarati,SAS,South Asian Ancestry
2744,HG03708,male,PJL,Punjabi,SAS,South Asian Ancestry
2745,NA19346,male,LWK,Luhya,AFR,African Ancestry
2746,NA20909,male,GIH,Gujarati,SAS,South Asian Ancestry
2747,NA19360,male,LWK,Luhya,AFR,African Ancestry
2748,NA20911,male,GIH,Gujarati,SAS,South Asian Ancestry
2749,HG03796,female,BEB,Bengali,SAS,South Asian Ancestry
2750,NA19372,male,LWK,Luhya,AFR,African Ancestry
2751,NA21089,female,GIH,Gujarati,SAS,South Asian Ancestry
2752,NA19377,female,LWK,Luhya,AFR,African Ancestry
2753,NA21091,male,GIH,Gujarati,SAS,South Asian Ancestry
2754,HG03809,male,BEB,Bengali,SAS,South Asian Ancestry
2755,NA19384,male,LWK,Luhya,AFR,African Ancestry
2756,NA20276,female,ASW,African Ancestry SW,AFR,African Ancestry
2757,NA19391,female,LWK,Luhya,AFR,African Ancestry
2758,NA20288,male,ASW,African Ancestry SW,AFR,African Ancestry
2759,NA19396,female,LWK,Luhya,AFR,African Ancestry
2760,NA20290,female,ASW,African Ancestry SW,AFR,African Ancestry
2761,HG03715,male,ITU,Telugu,SAS,South Asian Ancestry
2762,NA19404,female,LWK,Luhya,AFR,African Ancestry
2763,NA20295,male,ASW,African Ancestry SW,AFR,African Ancestry
2764,HG03722,female,ITU,Telugu,SAS,South Asian Ancestry
2765,NA19788,female,MXL,Mexican Ancestry,AMR,American Ancestry
2766,NA20884,male,GIH,Gujarati,SAS,South Asian Ancestry
2767,HG03727,male,ITU,Telugu,SAS,South Asian Ancestry
2768,NA19790,female,MXL,Mexican Ancestry,AMR,American Ancestry
2769,NA20889,male,GIH,Gujarati,SAS,South Asian Ancestry
2770,HG03741,female,STU,Tamil,SAS,South Asian Ancestry
2771,NA19795,male,MXL,Mexican Ancestry,AMR,American Ancestry
2772,NA20891,male,GIH,Gujarati,SAS,South Asian Ancestry
2773,HG03746,male,STU,Tamil,SAS,South Asian Ancestry
2774,NA19834,male,ASW,African Ancestry SW,AFR,African Ancestry
2775,NA20896,female,GIH,Gujarati,SAS,South Asian Ancestry
2776,HG03753,male,STU,Tamil,SAS,South Asian Ancestry
2777,NA19904,male,ASW,African Ancestry SW,AFR,African Ancestry
2778,NA20858,male,GIH,Gujarati,SAS,South Asian Ancestry
2779,HG03760,female,STU,Tamil,SAS,South Asian Ancestry
2780,NA19909,female,ASW,African Ancestry SW,AFR,African Ancestry
2781,NA20872,female,GIH,Gujarati,SAS,South Asian Ancestry
2782,HG03765,female,PJL,Punjabi,SAS,South Asian Ancestry
2783,NA19916,male,ASW,African Ancestry SW,AFR,African Ancestry
2784,NA20877,female,GIH,Gujarati,SAS,South Asian Ancestry
2785,HG03772,female,ITU,Telugu,SAS,South Asian Ancestry
2786,NA19923,female,ASW,African Ancestry SW,AFR,African Ancestry
2787,HG03777,male,ITU,Telugu,SAS,South Asian Ancestry
2788,NA19985,female,ASW,African Ancestry SW,AFR,African Ancestry
2789,HG03784,female,ITU,Telugu,SAS,South Asian Ancestry
2790,NA20127,female,ASW,African Ancestry SW,AFR,African Ancestry
2791,HG03789,female,ITU,Telugu,SAS,South Asian Ancestry
2792,NA19670,male,MXL,Mexican Ancestry,AMR,American Ancestry
2793,HG03943,male,STU,Tamil,SAS,South Asian Ancestry
2794,NA19675,female,MXL,Mexican Ancestry,AMR,American Ancestry
2795,HG03948,female,STU,Tamil,SAS,South Asian Ancestry
2796,NA19682,male,MXL,Mexican Ancestry,AMR,American Ancestry
2797,HG03950,male,STU,Tamil,SAS,South Asian Ancestry
2798,NA19702,male,ASW,African Ancestry SW,AFR,African Ancestry
2799,HG03955,female,STU,Tamil,SAS,South Asian Ancestry
2800,NA19707,female,ASW,African Ancestry SW,AFR,African Ancestry
2801,NA21116,male,GIH,Gujarati,SAS,South Asian Ancestry
2802,HG03967,male,ITU,Telugu,SAS,South Asian Ancestry
2803,NA19714,female,ASW,African Ancestry SW,AFR,African Ancestry
2804,NA21123,male,GIH,Gujarati,SAS,South Asian Ancestry
2805,HG03823,female,BEB,Bengali,SAS,South Asian Ancestry
2806,NA19719,female,MXL,Mexican Ancestry,AMR,American Ancestry
2807,NA21128,male,GIH,Gujarati,SAS,South Asian Ancestry
2808,HG03830,male,BEB,Bengali,SAS,South Asian Ancestry
2809,NA19721,female,MXL,Mexican Ancestry,AMR,American Ancestry
2810,NA21130,male,GIH,Gujarati,SAS,South Asian Ancestry
2811,NA19726,male,MXL,Mexican Ancestry,AMR,American Ancestry
2812,NA21135,male,GIH,Gujarati,SAS,South Asian Ancestry
2813,NA19733,female,MXL,Mexican Ancestry,AMR,American Ancestry
2814,NA21142,female,GIH,Gujarati,SAS,South Asian Ancestry
2815,NA19738,male,MXL,Mexican Ancestry,AMR,American Ancestry
2816,HG04100,male,STU,Tamil,SAS,South Asian Ancestry
2817,NA19740,female,MXL,Mexican Ancestry,AMR,American Ancestry
2818,HG04131,male,BEB,Bengali,SAS,South Asian Ancestry
2819,NA19752,female,MXL,Mexican Ancestry,AMR,American Ancestry
2820,NA19757,male,MXL,Mexican Ancestry,AMR,American Ancestry
2821,NA19764,female,MXL,Mexican Ancestry,AMR,American Ancestry
2822,HG03885,male,STU,Tamil,SAS,South Asian Ancestry
2823,NA19771,male,MXL,Mexican Ancestry,AMR,American Ancestry
2824,HG03897,female,STU,Tamil,SAS,South Asian Ancestry
2825,NA19776,female,MXL,Mexican Ancestry,AMR,American Ancestry
2826,HG03900,male,STU,Tamil,SAS,South Asian Ancestry
2827,NA19783,male,MXL,Mexican Ancestry,AMR,American Ancestry
2828,HG03905,male,BEB,Bengali,SAS,South Asian Ancestry
2829,NA20336,female,ASW,African Ancestry SW,AFR,African Ancestry
2830,HG03917,male,BEB,Bengali,SAS,South Asian Ancestry
2831,NA20343,male,ASW,African Ancestry SW,AFR,African Ancestry
2832,NA20348,male,ASW,African Ancestry SW,AFR,African Ancestry
2833,NA20350,male,ASW,African Ancestry SW,AFR,African Ancestry
2834,HG03931,female,BEB,Bengali,SAS,South Asian Ancestry
2835,NA20355,female,ASW,African Ancestry SW,AFR,African Ancestry
2836,HG04023,male,ITU,Telugu,SAS,South Asian Ancestry
2837,NA20362,male,ASW,African Ancestry SW,AFR,African Ancestry
2838,HG04035,female,STU,Tamil,SAS,South Asian Ancestry
2839,NA20413,male,ASW,African Ancestry SW,AFR,African Ancestry
2840,HG04042,female,STU,Tamil,SAS,South Asian Ancestry
2841,NA20278,male,ASW,African Ancestry SW,AFR,African Ancestry
2842,NA21104,male,GIH,Gujarati,SAS,South Asian Ancestry
2843,HG04047,female,STU,Tamil,SAS,South Asian Ancestry
2844,NA20285,male,ASW,African Ancestry SW,AFR,African Ancestry
2845,NA21109,male,GIH,Gujarati,SAS,South Asian Ancestry
2846,HG03854,male,STU,Tamil,SAS,South Asian Ancestry
2847,NA20292,female,ASW,African Ancestry SW,AFR,African Ancestry
2848,NA21111,male,GIH,Gujarati,SAS,South Asian Ancestry
2849,HG03861,female,ITU,Telugu,SAS,South Asian Ancestry
2850,NA20297,male,ASW,African Ancestry SW,AFR,African Ancestry
2851,HG03866,male,ITU,Telugu,SAS,South Asian Ancestry
2852,NA20300,female,ASW,African Ancestry SW,AFR,African Ancestry
2853,HG03873,female,ITU,Telugu,SAS,South Asian Ancestry
2854,NA20312,female,ASW,African Ancestry SW,AFR,African Ancestry
2855,HG04054,female,ITU,Telugu,SAS,South Asian Ancestry
2856,NA20317,female,ASW,African Ancestry SW,AFR,African Ancestry
2857,HG04059,female,ITU,Telugu,SAS,South Asian Ancestry
2858,NA20778,male,TSI,Toscani,EUR,European Ancestry
2859,HG04061,male,ITU,Telugu,SAS,South Asian Ancestry
2860,NA20785,male,TSI,Toscani,EUR,European Ancestry
2861,HG04080,male,ITU,Telugu,SAS,South Asian Ancestry
2862,NA20792,male,TSI,Toscani,EUR,European Ancestry
2863,HG03974,male,ITU,Telugu,SAS,South Asian Ancestry
2864,NA20797,female,TSI,Toscani,EUR,European Ancestry
2865,HG03986,female,STU,Tamil,SAS,South Asian Ancestry
2866,NA20800,female,TSI,Toscani,EUR,European Ancestry
2867,HG03998,male,STU,Tamil,SAS,South Asian Ancestry
2868,NA20805,male,TSI,Toscani,EUR,European Ancestry
2869,NA12344,male,CEU,CEPH,EUR,European Ancestry
2870,NA20812,male,TSI,Toscani,EUR,European Ancestry
2871,NA12375,male,CEU,CEPH,EUR,European Ancestry
2872,NA20829,male,TSI,Toscani,EUR,European Ancestry
2873,NA12399,male,CEU,CEPH,EUR,European Ancestry
2874,NA20831,male,TSI,Toscani,EUR,European Ancestry
2875,NA12414,female,CEU,CEPH,EUR,European Ancestry
2876,NA20850,male,GIH,Gujarati,SAS,South Asian Ancestry
2877,NA12546,male,CEU,CEPH,EUR,European Ancestry
2878,NA21144,female,GIH,Gujarati,SAS,South Asian Ancestry
2879,NA12717,female,CEU,CEPH,EUR,European Ancestry
2880,NA12748,male,CEU,CEPH,EUR,European Ancestry
2881,NA12750,male,CEU,CEPH,EUR,European Ancestry
2882,NA12762,male,CEU,CEPH,EUR,European Ancestry
2883,NA20879,female,GIH,Gujarati,SAS,South Asian Ancestry
2884,NA12767,female,CEU,CEPH,EUR,European Ancestry
2885,NA20881,female,GIH,Gujarati,SAS,South Asian Ancestry
2886,NA12801,male,CEU,CEPH,EUR,European Ancestry
2887,NA20886,female,GIH,Gujarati,SAS,South Asian Ancestry
2888,NA12813,female,CEU,CEPH,EUR,European Ancestry
2889,NA20893,female,GIH,Gujarati,SAS,South Asian Ancestry
2890,NA12818,female,CEU,CEPH,EUR,European Ancestry
2891,NA20898,male,GIH,Gujarati,SAS,South Asian Ancestry
2892,NA18537,female,CHB,Han Chinese,EAS,East Asian Ancestry
2893,NA20862,female,GIH,Gujarati,SAS,South Asian Ancestry
2894,NA18544,male,CHB,Han Chinese,EAS,East Asian Ancestry
2895,NA20867,male,GIH,Gujarati,SAS,South Asian Ancestry
2896,NA18549,male,CHB,Han Chinese,EAS,East Asian Ancestry
2897,NA20874,female,GIH,Gujarati,SAS,South Asian Ancestry
2898,NA18563,male,CHB,Han Chinese,EAS,East Asian Ancestry
2899,NA21093,male,GIH,Gujarati,SAS,South Asian Ancestry
2900,NA18570,female,CHB,Han Chinese,EAS,East Asian Ancestry
2901,NA21098,male,GIH,Gujarati,SAS,South Asian Ancestry
2902,NA18582,female,CHB,Han Chinese,EAS,East Asian Ancestry
2903,NA21101,female,GIH,Gujarati,SAS,South Asian Ancestry
2904,NA18599,female,CHB,Han Chinese,EAS,East Asian Ancestry
2905,NA21106,female,GIH,Gujarati,SAS,South Asian Ancestry
2906,NA18602,female,CHB,Han Chinese,EAS,East Asian Ancestry
2907,NA21113,male,GIH,Gujarati,SAS,South Asian Ancestry
2908,NA18614,female,CHB,Han Chinese,EAS,East Asian Ancestry
2909,NA18619,female,CHB,Han Chinese,EAS,East Asian Ancestry
2910,NA18621,male,CHB,Han Chinese,EAS,East Asian Ancestry
2911,NA18626,female,CHB,Han Chinese,EAS,East Asian Ancestry
2912,NA18633,male,CHB,Han Chinese,EAS,East Asian Ancestry
2913,NA18638,male,CHB,Han Chinese,EAS,East Asian Ancestry
2914,NA21118,male,GIH,Gujarati,SAS,South Asian Ancestry
2915,NA18640,female,CHB,Han Chinese,EAS,East Asian Ancestry
2916,NA21120,female,GIH,Gujarati,SAS,South Asian Ancestry
2917,NA18645,male,CHB,Han Chinese,EAS,East Asian Ancestry
2918,NA21125,female,GIH,Gujarati,SAS,South Asian Ancestry
2919,NA18791,male,CHB,Han Chinese,EAS,East Asian Ancestry
2920,NA21137,female,GIH,Gujarati,SAS,South Asian Ancestry
2921,NA11839,male,CEU,CEPH,EUR,European Ancestry
2922,NA20901,male,GIH,Gujarati,SAS,South Asian Ancestry
2923,NA11891,male,CEU,CEPH,EUR,European Ancestry
2924,NA20906,female,GIH,Gujarati,SAS,South Asian Ancestry
2925,NA11930,male,CEU,CEPH,EUR,European Ancestry
2926,NA21086,female,GIH,Gujarati,SAS,South Asian Ancestry
2927,NA11992,male,CEU,CEPH,EUR,European Ancestry
2928,NA12003,male,CEU,CEPH,EUR,European Ancestry
2929,NA12046,female,CEU,CEPH,EUR,European Ancestry
2930,NA12058,female,CEU,CEPH,EUR,European Ancestry
2931,NA12154,male,CEU,CEPH,EUR,European Ancestry
2932,NA12248,male,CEU,CEPH,EUR,European Ancestry
2933,NA12274,male,CEU,CEPH,EUR,European Ancestry
2934,NA12286,male,CEU,CEPH,EUR,European Ancestry
2935,NA12832,female,CEU,CEPH,EUR,European Ancestry
2936,NA12875,female,CEU,CEPH,EUR,European Ancestry
2937,NA18486,male,YRI,Yoruba,AFR,African Ancestry
2938,NA18498,male,YRI,Yoruba,AFR,African Ancestry
2939,NA18501,male,YRI,Yoruba,AFR,African Ancestry
2940,NA18506,male,YRI,Yoruba,AFR,African Ancestry
2941,NA18518,female,YRI,Yoruba,AFR,African Ancestry
2942,NA18520,female,YRI,Yoruba,AFR,African Ancestry
2943,NA18525,female,CHB,Han Chinese,EAS,East Asian Ancestry
2944,NA18532,female,CHB,Han Chinese,EAS,East Asian Ancestry
2945,NA06993,male,CEU,CEPH,EUR,European Ancestry
2946,NA07340,female,CEU,CEPH,EUR,European Ancestry
2947,NA07345,female,CEU,CEPH,EUR,European Ancestry
2948,NA07357,male,CEU,CEPH,EUR,European Ancestry
2949,NA10831,female,CEU,CEPH,EUR,European Ancestry
2950,HG04225,male,ITU,Telugu,SAS,South Asian Ancestry
2951,NA06986,male,CEU,CEPH,EUR,European Ancestry
2952,HG04186,female,BEB,Bengali,SAS,South Asian Ancestry
2953,HG04198,male,ITU,Telugu,SAS,South Asian Ancestry
2954,HG04206,male,ITU,Telugu,SAS,South Asian Ancestry
2955,HG04155,male,BEB,Bengali,SAS,South Asian Ancestry
2956,HG04162,female,BEB,Bengali,SAS,South Asian Ancestry
2957,NA10836,female,CEU,CEPH,EUR,European Ancestry
2958,NA10843,female,CEU,CEPH,EUR,European Ancestry
2959,NA10850,female,CEU,CEPH,EUR,European Ancestry
2960,NA10855,female,CEU,CEPH,EUR,European Ancestry
2961,NA18912,female,YRI,Yoruba,AFR,African Ancestry
2962,NA18917,male,YRI,Yoruba,AFR,African Ancestry
2963,NA18924,female,YRI,Yoruba,AFR,African Ancestry
2964,NA18943,male,JPT,Japanese,EAS,East Asian Ancestry
2965,NA18948,male,JPT,Japanese,EAS,East Asian Ancestry
2966,NA18950,female,JPT,Japanese,EAS,East Asian Ancestry
2967,NA18955,male,JPT,Japanese,EAS,East Asian Ancestry
2968,NA18962,male,JPT,Japanese,EAS,East Asian Ancestry
2969,NA18967,male,JPT,Japanese,EAS,East Asian Ancestry
2970,NA18974,male,JPT,Japanese,EAS,East Asian Ancestry
2971,NA18979,female,JPT,Japanese,EAS,East Asian Ancestry
2972,NA18981,female,JPT,Japanese,EAS,East Asian Ancestry
2973,NA18986,male,JPT,Japanese,EAS,East Asian Ancestry
2974,NA18993,female,JPT,Japanese,EAS,East Asian Ancestry
2975,NA18998,female,JPT,Japanese,EAS,East Asian Ancestry
2976,NA19004,male,JPT,Japanese,EAS,East Asian Ancestry
2977,NA19009,male,JPT,Japanese,EAS,East Asian Ancestry
2978,NA19011,female,JPT,Japanese,EAS,East Asian Ancestry
2979,NA19023,female,LWK,Luhya,Luhya,AFR,African Ancestry,Africa (SGDP)
2980,NA19028,male,LWK,Luhya,AFR,African Ancestry
2981,NA19030,female,LWK,Luhya,AFR,African Ancestry
2982,NA19035,male,LWK,Luhya,AFR,African Ancestry
2983,NA19042,female,LWK,Luhya,AFR,African Ancestry
2984,NA19054,female,JPT,Japanese,EAS,East Asian Ancestry
2985,NA19059,female,JPT,Japanese,EAS,East Asian Ancestry
2986,NA19066,male,JPT,Japanese,EAS,East Asian Ancestry
2987,NA19434,female,LWK,Luhya,AFR,African Ancestry
2988,NA19439,female,LWK,Luhya,AFR,African Ancestry
2989,NA19446,female,LWK,Luhya,AFR,African Ancestry
2990,NA19453,male,LWK,Luhya,AFR,African Ancestry
2991,NA19472,female,LWK,Luhya,AFR,African Ancestry
2992,NA19648,female,MXL,Mexican Ancestry,AMR,American Ancestry
2993,NA19650,male,MXL,Mexican Ancestry,AMR,American Ancestry
2994,NA19655,male,MXL,Mexican Ancestry,AMR,American Ancestry
2995,NA19662,female,MXL,Mexican Ancestry,AMR,American Ancestry
2996,NA19314,female,LWK,Luhya,AFR,African Ancestry
2997,NA19319,male,LWK,Luhya,AFR,African Ancestry
2998,NA19321,female,LWK,Luhya,AFR,African Ancestry
2999,NA19338,female,LWK,Luhya,AFR,African Ancestry
3000,NA19352,male,LWK,Luhya,AFR,African Ancestry
3001,NA19371,male,LWK,Luhya,AFR,African Ancestry
3002,NA19376,male,LWK,Luhya,AFR,African Ancestry
3003,NA19383,male,LWK,Luhya,AFR,African Ancestry
3004,NA19390,female,LWK,Luhya,AFR,African Ancestry
3005,NA19395,female,LWK,Luhya,AFR,African Ancestry
3006,NA19403,female,LWK,Luhya,AFR,African Ancestry
3007,NA19198,male,YRI,Yoruba,AFR,African Ancestry
3008,NA19201,female,YRI,Yoruba,AFR,African Ancestry
3009,NA19206,female,YRI,Yoruba,AFR,African Ancestry
3010,NA19213,male,YRI,Yoruba,AFR,African Ancestry
3011,NA19225,female,YRI,Yoruba,AFR,African Ancestry
3012,NA19237,female,YRI,Yoruba,AFR,African Ancestry
3013,NA19249,male,YRI,Yoruba,AFR,African Ancestry
3014,NA19256,male,YRI,Yoruba,AFR,African Ancestry
3015,NA19307,male,LWK,Luhya,AFR,African Ancestry
3016,NA19674,male,MXL,Mexican Ancestry,AMR,American Ancestry
3017,NA19679,male,MXL,Mexican Ancestry,AMR,American Ancestry
3018,NA19681,female,MXL,Mexican Ancestry,AMR,American Ancestry
3019,NA19686,female,MXL,Mexican Ancestry,AMR,American Ancestry
3020,NA19701,female,ASW,African Ancestry SW,AFR,African Ancestry
3021,NA19713,female,ASW,African Ancestry SW,AFR,African Ancestry
3022,NA19718,female,MXL,Mexican Ancestry,AMR,American Ancestry
3023,NA19720,male,MXL,Mexican Ancestry,AMR,American Ancestry
3024,NA19725,female,MXL,Mexican Ancestry,AMR,American Ancestry
3025,NA19078,female,JPT,Japanese,EAS,East Asian Ancestry
3026,NA19080,female,JPT,Japanese,EAS,East Asian Ancestry
3027,NA19085,male,JPT,Japanese,EAS,East Asian Ancestry
3028,NA19092,male,YRI,Yoruba,AFR,African Ancestry
3029,NA19097,female,YRI,Yoruba,AFR,African Ancestry
3030,NA19100,female,YRI,Yoruba,AFR,African Ancestry
