,sample,sex,pop,pop_name,superpop,superpop_name
1320,HG00114,male,GBR,British,EUR,European Ancestry
1321,HG00534,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1322,HG00119,male,GBR,British,EUR,European Ancestry
1323,HG00553,male,PUR,Puerto Rican,AMR,American Ancestry
1324,HG00121,female,GBR,British,EUR,European Ancestry
1325,HG00558,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1326,HG00126,male,GBR,British,English,EUR,European Ancestry,West Eurasia (SGDP)
1327,HG00560,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1328,HG00133,female,GBR,British,EUR,European Ancestry
1329,HG00565,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1330,HG00138,male,GBR,British,EUR,European Ancestry
1331,HG00577,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1332,HG00140,male,GBR,British,EUR,European Ancestry
1333,HG00584,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1334,HG00589,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1335,HG00591,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1336,HG00596,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1337,HG00609,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1338,HG00611,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1339,HG00306,female,FIN,Finnish,EUR,European Ancestry
1340,HG00313,female,FIN,Finnish,EUR,European Ancestry
1341,HG00318,female,FIN,Finnish,EUR,European Ancestry
1342,HG00320,female,FIN,Finnish,EUR,European Ancestry
1343,HG00325,male,FIN,Finnish,EUR,European Ancestry
1344,HG00332,female,FIN,Finnish,EUR,European Ancestry
1345,HG00337,female,FIN,Finnish,EUR,European Ancestry
1346,HG00429,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1347,HG00344,female,FIN,Finnish,EUR,European Ancestry
1348,HG00436,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1349,HG00349,female,FIN,Finnish,EUR,European Ancestry
1350,HG00443,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1351,HG00351,male,FIN,Finnish,EUR,European Ancestry
1352,HG00448,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1353,HG00356,female,FIN,Finnish,EUR,European Ancestry
1354,HG00450,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1355,HG00368,female,FIN,Finnish,EUR,European Ancestry
1356,HG00474,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1357,HG00375,male,FIN,Finnish,EUR,European Ancestry
1358,HG00479,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1359,HG00382,male,FIN,Finnish,EUR,European Ancestry
1360,HG00501,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1361,HG00407,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1362,HG00513,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1363,HG00096,male,GBR,British,EUR,European Ancestry
1364,HG00525,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1365,HG00104,female,GBR,British,EUR,European Ancestry
1366,HG00614,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1367,HG00109,male,GBR,British,EUR,European Ancestry
1368,HG00619,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1369,HG00111,female,GBR,British,EUR,European Ancestry
1370,HG00621,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1371,HG00116,male,GBR,British,EUR,European Ancestry
1372,HG00626,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1373,HG00123,female,GBR,British,EUR,European Ancestry
1374,HG00128,female,GBR,British,English,EUR,European Ancestry,West Eurasia (SGDP)
1375,HG00638,female,PUR,Puerto Rican,AMR,American Ancestry
1376,HG00130,female,GBR,British,EUR,European Ancestry
1377,HG00640,male,PUR,Puerto Rican,AMR,American Ancestry
1378,HG00135,female,GBR,British,EUR,European Ancestry
1379,HG00652,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1380,HG00142,male,GBR,British,EUR,European Ancestry
1381,HG00657,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1382,HG00685,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1383,HG00664,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1384,HG00692,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1385,HG00671,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1386,HG00700,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1387,HG00532,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1388,HG00705,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1389,HG00537,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1390,HG00717,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1391,HG00544,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1392,HG00729,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1393,HG00551,female,PUR,Puerto Rican,AMR,American Ancestry
1394,HG00731,male,PUR,Puerto Rican,AMR,American Ancestry
1395,HG00556,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1396,HG00736,male,PUR,Puerto Rican,AMR,American Ancestry
1397,HG00582,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1398,HG00419,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1399,HG00594,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1400,HG00421,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1401,HG00599,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1402,HG00438,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1403,HG00607,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1404,HG00445,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1405,HG00452,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1406,HG00683,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1407,HG00457,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1408,HG00690,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1409,HG00464,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1410,HG00703,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1411,HG00476,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1412,HG00708,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1413,HG00623,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1414,HG00734,female,PUR,Puerto Rican,AMR,American Ancestry
1415,HG00628,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1416,HG00739,male,PUR,Puerto Rican,AMR,American Ancestry
1417,HG00630,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1418,HG00741,female,PUR,Puerto Rican,AMR,American Ancestry
1419,HG00635,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1420,HG01105,female,PUR,Puerto Rican,AMR,American Ancestry
1421,HG00642,male,PUR,Puerto Rican,AMR,American Ancestry
1422,HG01112,male,CLM,Colombian,AMR,American Ancestry
1423,HG00654,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1424,HG01124,male,CLM,Colombian,AMR,American Ancestry
1425,HG00673,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1426,HG01131,female,CLM,Colombian,AMR,American Ancestry
1427,HG00743,female,PUR,Puerto Rican,AMR,American Ancestry
1428,HG01136,male,CLM,Colombian,AMR,American Ancestry
1429,HG00844,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1430,HG01148,male,CLM,Colombian,AMR,American Ancestry
1431,HG00851,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1432,HG01150,female,CLM,Colombian,AMR,American Ancestry
1433,HG00983,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1434,HG01162,female,PUR,Puerto Rican,AMR,American Ancestry
1435,HG01049,female,PUR,Puerto Rican,AMR,American Ancestry
1436,HG01167,male,PUR,Puerto Rican,AMR,American Ancestry
1437,HG01051,male,PUR,Puerto Rican,AMR,American Ancestry
1438,HG01174,female,PUR,Puerto Rican,AMR,American Ancestry
1439,HG01056,male,PUR,Puerto Rican,AMR,American Ancestry
1440,HG01198,female,PUR,Puerto Rican,AMR,American Ancestry
1441,HG01107,male,PUR,Puerto Rican,AMR,American Ancestry
1442,HG01206,male,PUR,Puerto Rican,AMR,American Ancestry
1443,HG01114,female,CLM,Colombian,AMR,American Ancestry
1444,HG01249,female,PUR,Puerto Rican,AMR,American Ancestry
1445,HG01119,female,CLM,Colombian,AMR,American Ancestry
1446,HG01251,female,CLM,Colombian,AMR,American Ancestry
1447,HG01121,male,CLM,Colombian,AMR,American Ancestry
1448,HG01256,male,CLM,Colombian,AMR,American Ancestry
1449,HG01126,male,CLM,Colombian,AMR,American Ancestry
1450,HG01061,female,PUR,Puerto Rican,AMR,American Ancestry
1451,HG01133,male,CLM,Colombian,AMR,American Ancestry
1452,HG01066,male,PUR,Puerto Rican,AMR,American Ancestry
1453,HG01138,male,CLM,Colombian,AMR,American Ancestry
1454,HG01073,female,PUR,Puerto Rican,AMR,American Ancestry
1455,HG01140,female,CLM,Colombian,AMR,American Ancestry
1456,HG01080,female,PUR,Puerto Rican,AMR,American Ancestry
1457,HG01164,male,PUR,Puerto Rican,AMR,American Ancestry
1458,HG01085,male,PUR,Puerto Rican,AMR,American Ancestry
1459,HG01169,female,PUR,Puerto Rican,AMR,American Ancestry
1460,HG01092,female,PUR,Puerto Rican,AMR,American Ancestry
1461,HG01171,female,PUR,Puerto Rican,AMR,American Ancestry
1462,HG01097,male,PUR,Puerto Rican,AMR,American Ancestry
1463,HG01176,male,PUR,Puerto Rican,AMR,American Ancestry
1464,HG01100,female,PUR,Puerto Rican,AMR,American Ancestry
1465,HG01183,female,PUR,Puerto Rican,AMR,American Ancestry
1466,HG00866,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1467,HG01188,female,PUR,Puerto Rican,AMR,American Ancestry
1468,HG01028,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1469,HG01190,male,PUR,Puerto Rican,AMR,American Ancestry
1470,HG01047,male,PUR,Puerto Rican,AMR,American Ancestry
1471,HG01054,male,PUR,Puerto Rican,AMR,American Ancestry
1472,HG01241,male,PUR,Puerto Rican,AMR,American Ancestry
1473,HG01275,female,CLM,Colombian,AMR,American Ancestry
1474,HG01253,male,CLM,Colombian,AMR,American Ancestry
1475,HG01302,male,PUR,Puerto Rican,AMR,American Ancestry
1476,HG01258,male,CLM,Colombian,AMR,American Ancestry
1477,HG01260,female,CLM,Colombian,AMR,American Ancestry
1478,HG01063,male,PUR,Puerto Rican,AMR,American Ancestry
1479,HG01489,female,CLM,Colombian,AMR,American Ancestry
1480,HG01068,female,PUR,Puerto Rican,AMR,American Ancestry
1481,HG01491,male,CLM,Colombian,AMR,American Ancestry
1482,HG01070,female,PUR,Puerto Rican,AMR,American Ancestry
1483,HG01496,female,CLM,Colombian,AMR,American Ancestry
1484,HG01075,male,PUR,Puerto Rican,AMR,American Ancestry
1485,HG01504,female,IBS,Iberian,Spanish,EUR,European Ancestry,West Eurasia (SGDP)
1486,HG01082,male,PUR,Puerto Rican,AMR,American Ancestry
1487,HG01326,female,PUR,Puerto Rican,AMR,American Ancestry
1488,HG01087,female,PUR,Puerto Rican,AMR,American Ancestry
1489,HG01345,female,CLM,Colombian,AMR,American Ancestry
1490,HG01094,male,PUR,Puerto Rican,AMR,American Ancestry
1491,HG01352,female,CLM,Colombian,AMR,American Ancestry
1492,HG01099,male,PUR,Puerto Rican,AMR,American Ancestry
1493,HG01357,female,CLM,Colombian,AMR,American Ancestry
1494,HG01102,female,PUR,Puerto Rican,AMR,American Ancestry
1495,HG01474,female,CLM,Colombian,AMR,American Ancestry
1496,HG01369,female,CLM,Colombian,AMR,American Ancestry
1497,HG01479,male,CLM,Colombian,AMR,American Ancestry
1498,HG01597,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1499,HG01600,female,KHV,Kinh,Kinh Vietnamese,EAS,East Asia (SGDP),East Asian Ancestry
1500,HG01486,female,CLM,Colombian,AMR,American Ancestry
1501,HG01605,female,IBS,Iberian,EUR,European Ancestry
1502,HG01493,female,CLM,Colombian,AMR,American Ancestry
1503,HG01612,female,IBS,Iberian,EUR,European Ancestry
1504,HG01498,female,CLM,Colombian,AMR,American Ancestry
1505,HG01376,female,CLM,Colombian,AMR,American Ancestry
1506,HG01501,female,IBS,Iberian,EUR,European Ancestry
1507,HG01383,male,CLM,Colombian,AMR,American Ancestry
1508,HG01378,female,CLM,Colombian,AMR,American Ancestry
1509,HG01390,female,CLM,Colombian,AMR,American Ancestry
1510,HG01385,female,CLM,Colombian,AMR,American Ancestry
1511,HG01395,male,PUR,Puerto Rican,AMR,American Ancestry
1512,HG01392,male,PUR,Puerto Rican,AMR,American Ancestry
1513,HG01403,female,PUR,Puerto Rican,AMR,American Ancestry
1514,HG01405,male,PUR,Puerto Rican,AMR,American Ancestry
1515,HG01439,female,CLM,Colombian,AMR,American Ancestry
1516,HG01412,male,PUR,Puerto Rican,AMR,American Ancestry
1517,HG01441,female,CLM,Colombian,AMR,American Ancestry
1518,HG01342,female,CLM,Colombian,AMR,American Ancestry
1519,HG01347,male,CLM,Colombian,AMR,American Ancestry
1520,HG01465,female,CLM,Colombian,AMR,American Ancestry
1521,HG01354,female,CLM,Colombian,AMR,American Ancestry
1522,HG01509,male,IBS,Iberian,EUR,European Ancestry
1523,HG01359,male,CLM,Colombian,AMR,American Ancestry
1524,HG01511,female,IBS,Iberian,EUR,European Ancestry
1525,HG01361,female,CLM,Colombian,AMR,American Ancestry
1526,HG01516,female,IBS,Iberian,EUR,European Ancestry
1527,HG01366,female,CLM,Colombian,AMR,American Ancestry
1528,HG01523,male,IBS,Iberian,EUR,European Ancestry
1529,HG01272,female,CLM,Colombian,AMR,American Ancestry
1530,HG01528,female,IBS,Iberian,EUR,European Ancestry
1531,HG01277,male,CLM,Colombian,AMR,American Ancestry
1532,HG01530,male,IBS,Iberian,EUR,European Ancestry
1533,HG01284,female,CLM,Colombian,AMR,American Ancestry
1534,HG01617,male,IBS,Iberian,EUR,European Ancestry
1535,HG01311,male,PUR,Puerto Rican,AMR,American Ancestry
1536,HG01624,male,IBS,Iberian,EUR,European Ancestry
1537,HG01323,female,PUR,Puerto Rican,AMR,American Ancestry
1538,HG01629,male,IBS,Iberian,EUR,European Ancestry
1539,HG01506,male,IBS,Iberian,EUR,European Ancestry
1540,HG01631,male,IBS,Iberian,EUR,European Ancestry
1541,HG01513,female,IBS,Iberian,EUR,European Ancestry
1542,HG01667,male,IBS,Iberian,EUR,European Ancestry
1543,HG01518,male,IBS,Iberian,EUR,European Ancestry
1544,HG01674,male,IBS,Iberian,EUR,European Ancestry
1545,HG01520,female,IBS,Iberian,EUR,European Ancestry
1546,HG01566,female,PEL,Peruvian,AMR,American Ancestry
1547,HG01525,female,IBS,Iberian,EUR,European Ancestry
1548,HG01573,female,PEL,Peruvian,AMR,American Ancestry
1549,HG01431,male,CLM,Colombian,AMR,American Ancestry
1550,HG01578,female,PEL,Peruvian,AMR,American Ancestry
1551,HG01443,male,CLM,Colombian,AMR,American Ancestry
1552,HG01679,female,IBS,Iberian,EUR,European Ancestry
1553,HG01455,male,CLM,Colombian,AMR,American Ancestry
1554,HG01681,female,IBS,Iberian,EUR,European Ancestry
1555,HG01462,female,CLM,Colombian,AMR,American Ancestry
1556,HG01686,male,IBS,Iberian,EUR,European Ancestry
1557,HG01698,male,IBS,Iberian,EUR,European Ancestry
1558,HG01599,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1559,HG01701,male,IBS,Iberian,EUR,European Ancestry
1560,HG01602,female,IBS,Iberian,EUR,European Ancestry
1561,HG01946,male,PEL,Peruvian,AMR,American Ancestry
1562,HG01607,female,IBS,Iberian,EUR,European Ancestry
1563,HG01953,male,PEL,Peruvian,AMR,American Ancestry
1564,HG01614,female,IBS,Iberian,EUR,European Ancestry
1565,HG01958,female,ACB,African Caribbean,AFR,African Ancestry
1566,HG01619,male,IBS,Iberian,EUR,European Ancestry
1567,HG01960,female,ACB,African Caribbean,AFR,African Ancestry
1568,HG01621,male,IBS,Iberian,EUR,European Ancestry
1569,HG01965,female,PEL,Peruvian,AMR,American Ancestry
1570,HG01626,female,IBS,Iberian,EUR,European Ancestry
1571,HG01922,female,PEL,Peruvian,AMR,American Ancestry
1572,HG01633,male,IBS,Iberian,EUR,European Ancestry
1573,HG01927,female,PEL,Peruvian,AMR,American Ancestry
1574,HG01669,male,IBS,Iberian,EUR,European Ancestry
1575,HG01934,male,PEL,Peruvian,AMR,American Ancestry
1576,HG01671,male,IBS,Iberian,EUR,European Ancestry
1577,HG01939,female,PEL,Peruvian,AMR,American Ancestry
1578,HG01861,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1579,HG01941,male,PEL,Peruvian,AMR,American Ancestry
1580,HG01866,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1581,HG01864,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1582,HG01873,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1583,HG01869,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1584,HG01878,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1585,HG01871,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1586,HG01880,female,ACB,African Caribbean,AFR,African Ancestry
1587,HG01883,female,ACB,African Caribbean,AFR,African Ancestry
1588,HG01789,male,GBR,British,EUR,European Ancestry
1589,HG01768,female,IBS,Iberian,EUR,European Ancestry
1590,HG01791,male,GBR,British,EUR,European Ancestry
1591,HG01770,female,IBS,Iberian,EUR,European Ancestry
1592,HG01796,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1593,HG01775,male,IBS,Iberian,EUR,European Ancestry
1594,HG01804,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1595,HG01782,female,IBS,Iberian,EUR,European Ancestry
1596,HG01809,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1597,HG01811,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1598,HG01888,male,ACB,African Caribbean,AFR,African Ancestry
1599,HG01532,male,IBS,Iberian,EUR,European Ancestry
1600,HG01890,male,ACB,African Caribbean,AFR,African Ancestry
1601,HG01537,female,IBS,Iberian,EUR,European Ancestry
1602,HG01895,male,ACB,African Caribbean,AFR,African Ancestry
1603,HG01551,female,CLM,Colombian,AMR,American Ancestry
1604,HG01915,female,ACB,African Caribbean,AFR,African Ancestry
1605,HG01556,male,CLM,Colombian,AMR,American Ancestry
1606,HG01972,female,PEL,Peruvian,AMR,American Ancestry
1607,HG01703,male,IBS,Iberian,EUR,European Ancestry
1608,HG01977,male,PEL,Peruvian,AMR,American Ancestry
1609,HG01708,male,IBS,Iberian,EUR,European Ancestry
1610,HG01984,male,PEL,Peruvian,AMR,American Ancestry
1611,HG01710,female,IBS,Iberian,EUR,European Ancestry
1612,HG01706,female,IBS,Iberian,EUR,European Ancestry
1613,HG01746,female,IBS,Iberian,EUR,European Ancestry
1614,HG01756,male,IBS,Iberian,EUR,European Ancestry
1615,HG01765,male,IBS,Iberian,EUR,European Ancestry
1616,HG01763,female,IBS,Iberian,EUR,European Ancestry
1617,HG01816,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1618,HG01840,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1619,HG01842,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1620,HG01845,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1621,HG01847,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1622,HG01852,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1623,HG01859,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1624,HG01857,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1625,HG01676,female,IBS,Iberian,EUR,European Ancestry
1626,HG01794,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1627,HG01683,male,IBS,Iberian,EUR,European Ancestry
1628,HG01799,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1629,HG01695,female,IBS,Iberian,EUR,European Ancestry
1630,HG01802,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1631,HG01772,female,IBS,Iberian,EUR,European Ancestry
1632,HG01807,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1633,HG01777,male,IBS,Iberian,EUR,European Ancestry
1634,HG02071,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1635,HG01784,female,IBS,Iberian,EUR,European Ancestry
1636,HG02076,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1637,HG01993,female,PEL,Peruvian,AMR,American Ancestry
1638,HG02083,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1639,HG01998,male,PEL,Peruvian,AMR,American Ancestry
1640,HG02088,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1641,HG02004,female,PEL,Peruvian,AMR,American Ancestry
1642,HG02090,male,PEL,Peruvian,AMR,American Ancestry
1643,HG02009,male,ACB,African Caribbean,AFR,African Ancestry
1644,HG02139,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1645,HG02011,male,ACB,African Caribbean,AFR,African Ancestry
1646,HG02141,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1647,HG02016,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1648,HG02146,male,PEL,Peruvian,AMR,American Ancestry
1649,HG02047,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1650,HG02153,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1651,HG02054,female,ACB,African Caribbean,AFR,African Ancestry
1652,HG02095,female,ACB,African Caribbean,AFR,African Ancestry
1653,HG02059,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1654,HG02108,female,ACB,African Caribbean,AFR,African Ancestry
1655,HG02061,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1656,HG02122,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1657,HG01885,male,ACB,African Caribbean,AFR,African Ancestry
1658,HG02127,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1659,HG01892,male,PEL,Peruvian,AMR,American Ancestry
1660,HG02134,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1661,HG01897,male,ACB,African Caribbean,AFR,African Ancestry
1662,HG01912,male,ACB,African Caribbean,AFR,African Ancestry
1663,HG02259,male,PEL,Peruvian,AMR,American Ancestry
1664,HG01917,male,PEL,Peruvian,AMR,American Ancestry
1665,HG02261,male,PEL,Peruvian,AMR,American Ancestry
1666,HG00141,male,GBR,British,EUR,European Ancestry
1667,HG01943,male,PEL,Peruvian,AMR,American Ancestry
1668,HG02266,female,PEL,Peruvian,AMR,American Ancestry
1669,HG00146,female,GBR,British,EUR,European Ancestry
1670,HG01948,female,PEL,Peruvian,AMR,American Ancestry
1671,HG02273,female,PEL,Peruvian,AMR,American Ancestry
1672,HG00153,female,GBR,British,EUR,European Ancestry
1673,HG01950,male,PEL,Peruvian,AMR,American Ancestry
1674,HG01989,female,ACB,African Caribbean,AFR,African Ancestry
1675,HG00158,female,GBR,British,EUR,European Ancestry
1676,HG01955,female,PEL,Peruvian,AMR,American Ancestry
1677,HG01991,male,PEL,Peruvian,AMR,American Ancestry
1678,HG00160,male,GBR,British,EUR,European Ancestry
1679,HG01967,male,PEL,Peruvian,AMR,American Ancestry
1680,HG02002,male,PEL,Peruvian,AMR,American Ancestry
1681,HG00177,female,FIN,Finnish,EUR,European Ancestry
1682,HG01974,male,PEL,Peruvian,AMR,American Ancestry
1683,HG02014,male,ACB,African Caribbean,AFR,African Ancestry
1684,HG00189,male,FIN,Finnish,EUR,European Ancestry
1685,HG01979,male,PEL,Peruvian,AMR,American Ancestry
1686,HG02052,female,ACB,African Caribbean,AFR,African Ancestry
1687,HG00235,female,GBR,British,EUR,European Ancestry
1688,HG01981,female,PEL,Peruvian,AMR,American Ancestry
1689,HG02057,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1690,HG00242,male,GBR,British,EUR,European Ancestry
1691,HG01986,male,ACB,African Caribbean,AFR,African Ancestry
1692,HG02064,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1693,HG00247,female,GBR,British,EUR,European Ancestry
1694,HG02105,female,PEL,Peruvian,AMR,American Ancestry
1695,HG02069,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1696,HG00254,female,GBR,British,EUR,European Ancestry
1697,HG02129,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1698,HG02019,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1699,HG00259,female,GBR,British,EUR,European Ancestry
1700,HG02131,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1701,HG02021,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1702,HG00261,female,GBR,British,EUR,European Ancestry
1703,HG02023,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1704,HG02026,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1705,HG00266,female,FIN,Finnish,EUR,European Ancestry
1706,HG02028,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1707,HG02040,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1708,HG00273,male,FIN,Finnish,EUR,European Ancestry
1709,HG02030,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1710,HG02223,female,IBS,Iberian,EUR,European Ancestry
1711,HG00278,male,FIN,Finnish,EUR,European Ancestry
1712,HG02035,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1713,HG02230,female,IBS,Iberian,EUR,European Ancestry
1714,HG00280,male,FIN,Finnish,EUR,European Ancestry
1715,HG02073,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1716,HG02235,female,IBS,Iberian,EUR,European Ancestry
1717,HG00285,female,FIN,Finnish,EUR,European Ancestry
1718,HG02078,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1719,HG02165,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1720,HG00312,male,FIN,Finnish,EUR,European Ancestry
1721,HG02080,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1722,HG02184,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1723,HG00324,female,FIN,Finnish,EUR,European Ancestry
1724,HG02085,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1725,HG02189,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1726,HG00329,male,FIN,Finnish,EUR,European Ancestry
1727,HG01924,female,PEL,Peruvian,AMR,American Ancestry
1728,HG02494,female,PJL,Punjabi,Punjabi,SAS,South Asia (SGDP),South Asian Ancestry
1729,HG00331,female,FIN,Finnish,EUR,European Ancestry
1730,HG01936,female,PEL,Peruvian,AMR,American Ancestry
1731,HG02502,female,ACB,African Caribbean,AFR,African Ancestry
1732,HG00336,male,FIN,Finnish,EUR,European Ancestry
1733,HG02136,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1734,HG02514,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1735,HG00343,female,FIN,Finnish,EUR,European Ancestry
1736,HG02143,male,ACB,African Caribbean,AFR,African Ancestry
1737,HG02521,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1738,HG00350,female,FIN,Finnish,EUR,European Ancestry
1739,HG02148,female,PEL,Peruvian,AMR,American Ancestry
1740,HG02348,female,PEL,Peruvian,AMR,American Ancestry
1741,HG00355,female,FIN,Finnish,EUR,European Ancestry
