FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
HG03863,HG03863,1064411,1058000,1099332,0.1493,ITU,SAS,female,NA,NA,102
HG03864,HG03864,1063548,1058000,1099317,0.1286,ITU,SAS,male,NA,NA,102
HG03866,HG03866,1062294,1058000,1099311,0.09819,ITU,SAS,male,NA,NA,102
HG03867,HG03867,1060840,1058000,1099325,0.06248,ITU,SAS,male,NA,NA,102
HG03868,HG03868,1061734,1058000,1099340,0.08409,ITU,SAS,female,NA,NA,102
HG03869,HG03869,1063617,1058000,1099328,0.1301,ITU,SAS,male,NA,NA,102
HG03870,HG03870,1060925,1058000,1099318,0.06466,ITU,SAS,male,NA,NA,102
HG03871,HG03871,1062851,1058000,1099320,0.1116,ITU,SAS,male,NA,NA,102
HG03872,HG03872,1062292,1058000,1099306,0.0982,ITU,SAS,male,NA,NA,102
HG03873,HG03873,1064311,1058000,1099327,0.1471,ITU,SAS,female,NA,NA,102
HG03874,HG03874,1063714,1058000,1099328,0.1325,ITU,SAS,female,NA,NA,102
HG03875,HG03875,1061118,1058000,1099312,0.0695,ITU,SAS,male,NA,NA,102
HG03882,HG03882,1062673,1058000,1099326,0.1072,ITU,SAS,female,NA,NA,102
HG03884,HG03884,1063347,1058000,1099315,0.1238,STU,SAS,female,NA,NA,102
HG03885,HG03885,1062152,1058000,1099288,0.09509,STU,SAS,male,NA,NA,102
HG03886,HG03886,1063435,1058000,1099312,0.126,STU,SAS,female,NA,NA,102
HG03887,HG03887,1063109,1058000,1099328,0.1178,STU,SAS,male,NA,NA,102
HG03888,HG03888,1064045,1058000,1099308,0.1409,STU,SAS,female,NA,NA,102
HG03890,HG03890,1061915,1058000,1099332,0.0886,STU,SAS,male,NA,NA,102
HG03894,HG03894,1064558,1058000,1099341,0.1529,STU,SAS,female,NA,NA,102
HG03895,HG03895,1062767,1058000,1099334,0.1093,STU,SAS,female,NA,NA,102
HG03896,HG03896,1063719,1058000,1099320,0.1328,STU,SAS,male,NA,NA,102
HG03897,HG03897,1062421,1058000,1099337,0.1008,STU,SAS,female,NA,NA,102
HG03898,HG03898,1063117,1058000,1099314,0.1182,STU,SAS,female,NA,NA,102
HG03899,HG03899,1062173,1058000,1099331,0.09494,STU,SAS,male,NA,NA,102
HG03900,HG03900,1061571,1058000,1099340,0.08008,STU,SAS,male,NA,NA,102
HG03902,HG03902,1063378,1058000,1099327,0.1243,BEB,SAS,male,NA,NA,86
HG03905,HG03905,1063798,1058000,1099332,0.1345,BEB,SAS,male,NA,NA,86
HG03907,HG03907,1063784,1058000,1099319,0.1344,BEB,SAS,female,NA,NA,86
HG03908,HG03908,1063884,1058000,1099320,0.1368,BEB,SAS,male,NA,NA,86
HG03910,HG03910,1063790,1058000,1099317,0.1345,BEB,SAS,female,NA,NA,86
HG03911,HG03911,1061738,1058000,1099334,0.08422,BEB,SAS,male,NA,NA,86
HG03913,HG03913,1061029,1058000,1099315,0.06729,BEB,SAS,female,NA,NA,86
HG03914,HG03914,1063127,1058000,1099324,0.1183,BEB,SAS,male,NA,NA,86
HG03916,HG03916,1062204,1058000,1099321,0.09585,BEB,SAS,female,NA,NA,86
HG03917,HG03917,1064316,1058000,1099333,0.1471,BEB,SAS,male,NA,NA,86
HG03919,HG03919,1063242,1058000,1099313,0.1212,BEB,SAS,female,NA,NA,86
HG03920,HG03920,1062709,1058000,1099313,0.1083,BEB,SAS,male,NA,NA,86
HG03922,HG03922,1062249,1058000,1099304,0.09731,BEB,SAS,female,NA,NA,86
HG03925,HG03925,1063689,1058000,1099325,0.132,BEB,SAS,female,NA,NA,86
HG03926,HG03926,1059965,1058000,1099290,0.04182,BEB,SAS,male,NA,NA,86
HG03928,HG03928,1062680,1058000,1099331,0.1073,BEB,SAS,female,NA,NA,86
HG03931,HG03931,1064141,1058000,1099327,0.1429,BEB,SAS,female,NA,NA,86
HG03934,HG03934,1060362,1058000,1099336,0.05071,BEB,SAS,female,NA,NA,86
HG03937,HG03937,1062915,1058000,1099309,0.1133,BEB,SAS,female,NA,NA,86
HG03940,HG03940,1063139,1058000,1099347,0.1181,BEB,SAS,female,NA,NA,86
HG03941,HG03941,1060555,1058000,1099323,0.05561,BEB,SAS,male,NA,NA,86
HG03943,HG03943,1065221,1058000,1099328,0.1692,STU,SAS,male,NA,NA,102
HG03944,HG03944,1062413,1058000,1099329,0.1008,STU,SAS,female,NA,NA,102
HG03945,HG03945,1061945,1058000,1099339,0.08924,STU,SAS,female,NA,NA,102
HG03947,HG03947,1062262,1058000,1099317,0.09729,STU,SAS,female,NA,NA,102
HG03949,HG03949,1066620,1058000,1099340,0.2031,STU,SAS,female,NA,NA,102
HG03950,HG03950,1062839,1058000,1099325,0.1113,STU,SAS,male,NA,NA,102
HG03951,HG03951,1062988,1058000,1099334,0.1147,STU,SAS,female,NA,NA,102
HG03953,HG03953,1062479,1058000,1099313,0.1027,STU,SAS,male,NA,NA,102
HG03955,HG03955,1064300,1058000,1099320,0.1469,STU,SAS,female,NA,NA,102
HG03960,HG03960,1063408,1058000,1099330,0.125,ITU,SAS,male,NA,NA,102
HG03963,HG03963,1063124,1058000,1099336,0.1181,ITU,SAS,male,NA,NA,102
HG03965,HG03965,1061403,1058000,1099303,0.07661,ITU,SAS,male,NA,NA,102
HG03967,HG03967,1062322,1058000,1099327,0.09863,ITU,SAS,male,NA,NA,102
HG03968,HG03968,1063991,1058000,1099321,0.1394,ITU,SAS,female,NA,NA,102
HG03969,HG03969,1065094,1058000,1099336,0.166,ITU,SAS,male,NA,NA,102
HG03971,HG03971,1066477,1058000,1099355,0.1993,ITU,SAS,male,NA,NA,102
HG03973,HG03973,1066344,1058000,1099324,0.1966,ITU,SAS,female,NA,NA,102
HG03974,HG03974,1063504,1058000,1099339,0.1272,ITU,SAS,male,NA,NA,102
HG03976,HG03976,1063180,1058000,1099344,0.1192,ITU,SAS,male,NA,NA,102
HG03977,HG03977,1060903,1058000,1099302,0.0644,ITU,SAS,female,NA,NA,102
HG03978,HG03978,1062991,1058000,1099335,0.1148,ITU,SAS,male,NA,NA,102
HG03985,HG03985,1065493,1058000,1099345,0.1756,STU,SAS,male,NA,NA,102
HG03986,HG03986,1065067,1058000,1099308,0.1658,STU,SAS,female,NA,NA,102
HG03989,HG03989,1061841,1058000,1099334,0.08676,STU,SAS,female,NA,NA,102
HG03990,HG03990,1064289,1058000,1099327,0.1466,STU,SAS,male,NA,NA,102
HG03991,HG03991,1062547,1058000,1099341,0.1039,STU,SAS,male,NA,NA,102
HG03995,HG03995,1061684,1058000,1099331,0.08305,STU,SAS,female,NA,NA,102
HG03998,HG03998,1064761,1058000,1099340,0.1579,STU,SAS,male,NA,NA,102
HG03999,HG03999,1062920,1058000,1099342,0.113,STU,SAS,male,NA,NA,102
HG04001,HG04001,1064411,1058000,1099314,0.1497,ITU,SAS,female,NA,NA,102
HG04002,HG04002,1065346,1058000,1099333,0.1721,ITU,SAS,male,NA,NA,102
HG04003,HG04003,1065185,1058000,1099335,0.1682,STU,SAS,male,NA,NA,102
HG04006,HG04006,1064032,1058000,1099321,0.1403,STU,SAS,male,NA,NA,102
HG04014,HG04014,1063130,1058000,1099330,0.1182,ITU,SAS,female,NA,NA,102
HG04015,HG04015,1066109,1058000,1099320,0.191,ITU,SAS,male,NA,NA,102
HG04017,HG04017,1064344,1058000,1099332,0.1477,ITU,SAS,male,NA,NA,102
HG04018,HG04018,1062241,1058000,1099339,0.09642,ITU,SAS,female,NA,NA,102
HG04019,HG04019,1062041,1058000,1099316,0.09197,ITU,SAS,male,NA,NA,102
HG04020,HG04020,1064183,1058000,1099349,0.1435,ITU,SAS,male,NA,NA,102
HG04022,HG04022,1062920,1058000,1099343,0.1129,ITU,SAS,male,NA,NA,102
HG04023,HG04023,1062530,1058000,1099321,0.1038,ITU,SAS,male,NA,NA,102
HG04025,HG04025,1065925,1058000,1099332,0.1863,ITU,SAS,female,NA,NA,102
HG04026,HG04026,1064701,1058000,1099345,0.1563,ITU,SAS,female,NA,NA,102
HG04029,HG04029,1062882,1058000,1099331,0.1122,STU,SAS,female,NA,NA,102
HG04033,HG04033,1065039,1058000,1099331,0.1647,STU,SAS,male,NA,NA,102
HG04035,HG04035,1066003,1058000,1099333,0.1882,STU,SAS,female,NA,NA,102
HG04038,HG04038,1062738,1058000,1099318,0.1088,STU,SAS,female,NA,NA,102
HG04039,HG04039,1061740,1058000,1099330,0.08442,STU,SAS,male,NA,NA,102
HG04042,HG04042,1063821,1058000,1099327,0.1351,STU,SAS,female,NA,NA,102
HG04047,HG04047,1062948,1058000,1099340,0.1136,STU,SAS,female,NA,NA,102
HG04054,HG04054,1064239,1058000,1099302,0.1457,ITU,SAS,female,NA,NA,102
HG04056,HG04056,1063248,1058000,1099323,0.1212,ITU,SAS,male,NA,NA,102
HG04059,HG04059,1061837,1058000,1099323,0.08685,ITU,SAS,female,NA,NA,102
HG04060,HG04060,1063445,1058000,1099346,0.1256,ITU,SAS,male,NA,NA,102
HG04061,HG04061,1063765,1058000,1099324,0.1339,ITU,SAS,male,NA,NA,102
HG04062,HG04062,1063066,1058000,1099336,0.1166,ITU,SAS,female,NA,NA,102
HG04063,HG04063,1062064,1058000,1099311,0.09258,ITU,SAS,female,NA,NA,102
HG04070,HG04070,1062141,1058000,1099311,0.09441,ITU,SAS,female,NA,NA,102
HG04075,HG04075,1067348,1058000,1099331,0.221,STU,SAS,female,NA,NA,102
HG04076,HG04076,1063926,1058000,1099327,0.1377,ITU,SAS,female,NA,NA,102
HG04080,HG04080,1062245,1058000,1099344,0.09645,ITU,SAS,male,NA,NA,102
HG04090,HG04090,1061768,1058000,1099327,0.0852,ITU,SAS,female,NA,NA,102
HG04093,HG04093,1062642,1058000,1099344,0.1061,ITU,SAS,male,NA,NA,102
HG04094,HG04094,1063941,1058000,1099338,0.1379,ITU,SAS,male,NA,NA,102
HG04096,HG04096,1064068,1058000,1099330,0.1411,ITU,SAS,male,NA,NA,102
HG04098,HG04098,1061604,1058000,1099329,0.08107,ITU,SAS,male,NA,NA,102
HG04099,HG04099,1061780,1058000,1099322,0.08544,STU,SAS,female,NA,NA,102
HG04100,HG04100,1062467,1058000,1099339,0.1019,STU,SAS,male,NA,NA,102
HG04106,HG04106,1065975,1058000,1099324,0.1876,STU,SAS,female,NA,NA,102
HG04107,HG04107,1064096,1058000,1099329,0.1418,STU,SAS,male,NA,NA,102
HG04118,HG04118,1064865,1058000,1099348,0.1602,ITU,SAS,female,NA,NA,102
HG04131,HG04131,1060564,1058000,1099308,0.05607,BEB,SAS,male,NA,NA,86
HG04134,HG04134,1062826,1058000,1099349,0.1105,BEB,SAS,male,NA,NA,86
HG04140,HG04140,1063790,1058000,1099350,0.134,BEB,SAS,male,NA,NA,86
HG04141,HG04141,1062047,1058000,1099319,0.09208,BEB,SAS,female,NA,NA,86
HG04144,HG04144,1062154,1058000,1099319,0.09465,BEB,SAS,female,NA,NA,86
HG04146,HG04146,1064016,1058000,1099304,0.1403,BEB,SAS,male,NA,NA,86
HG04152,HG04152,1078042,1058000,1099360,0.4808,BEB,SAS,male,NA,NA,86
HG04153,HG04153,1061713,1058000,1099345,0.08348,BEB,SAS,female,NA,NA,86
HG04155,HG04155,1065090,1058000,1099334,0.1659,BEB,SAS,male,NA,NA,86
HG04156,HG04156,1060856,1058000,1099335,0.06279,BEB,SAS,female,NA,NA,86
HG04158,HG04158,1063670,1058000,1099320,0.1316,BEB,SAS,male,NA,NA,86
HG04159,HG04159,1061771,1058000,1099330,0.08516,BEB,SAS,female,NA,NA,86
HG04161,HG04161,1065181,1058000,1099324,0.1683,BEB,SAS,male,NA,NA,86
HG04162,HG04162,1061654,1058000,1099342,0.08207,BEB,SAS,female,NA,NA,86
HG04164,HG04164,1063933,1058000,1099327,0.1378,BEB,SAS,male,NA,NA,86
HG04171,HG04171,1063387,1058000,1099316,0.1247,BEB,SAS,female,NA,NA,86
HG04173,HG04173,1064723,1058000,1099338,0.1569,BEB,SAS,male,NA,NA,86
HG04176,HG04176,1061089,1058000,1099341,0.06836,BEB,SAS,male,NA,NA,86
HG04177,HG04177,1063569,1058000,1099322,0.1291,BEB,SAS,female,NA,NA,86
HG04180,HG04180,1062116,1058000,1099320,0.09374,BEB,SAS,female,NA,NA,86
HG04182,HG04182,1062387,1058000,1099312,0.1005,BEB,SAS,male,NA,NA,86
HG04183,HG04183,1062872,1058000,1099325,0.1121,BEB,SAS,female,NA,NA,86
HG04185,HG04185,1062198,1058000,1099322,0.09565,BEB,SAS,male,NA,NA,86
HG04186,HG04186,1060884,1058000,1099320,0.06379,BEB,SAS,female,NA,NA,86
HG04188,HG04188,1060991,1058000,1099319,0.06626,BEB,SAS,male,NA,NA,86
HG04189,HG04189,1062759,1058000,1099309,0.1095,BEB,SAS,female,NA,NA,86
HG04194,HG04194,1061261,1058000,1099325,0.07278,BEB,SAS,male,NA,NA,86
HG04195,HG04195,1062978,1058000,1099331,0.1145,BEB,SAS,female,NA,NA,86
HG04198,HG04198,1066418,1058000,1099341,0.1981,ITU,SAS,male,NA,NA,102
HG04200,HG04200,1063458,1058000,1099313,0.1265,ITU,SAS,female,NA,NA,102
HG04202,HG04202,1060809,1058000,1099324,0.06181,ITU,SAS,female,NA,NA,102
HG04206,HG04206,1062934,1058000,1099319,0.1137,ITU,SAS,male,NA,NA,102
HG04209,HG04209,1063168,1058000,1099329,0.1192,ITU,SAS,female,NA,NA,102
HG04210,HG04210,1061514,1058000,1099323,0.07898,STU,SAS,male,NA,NA,102
HG04211,HG04211,1064326,1058000,1099352,0.147,ITU,SAS,male,NA,NA,102
HG04212,HG04212,1062625,1058000,1099336,0.1058,ITU,SAS,female,NA,NA,102
HG04214,HG04214,1064675,1058000,1099320,0.1561,ITU,SAS,female,NA,NA,102
HG04216,HG04216,1063266,1058000,1099335,0.1214,ITU,SAS,female,NA,NA,102
HG04219,HG04219,1061369,1058000,1099333,0.07534,ITU,SAS,male,NA,NA,102
HG04222,HG04222,1062039,1058000,1099316,0.0919,ITU,SAS,male,NA,NA,102
HG04225,HG04225,1064949,1058000,1099330,0.1626,ITU,SAS,male,NA,NA,102
HG04227,HG04227,1062112,1058000,1099307,0.09382,STU,SAS,female,NA,NA,102
HG04229,HG04229,1063383,1058000,1099332,0.1244,STU,SAS,male,NA,NA,102
HG04235,HG04235,1061651,1058000,1099315,0.08241,ITU,SAS,male,NA,NA,102
HG04238,HG04238,1063902,1058000,1099334,0.137,ITU,SAS,male,NA,NA,102
HG04239,HG04239,1062578,1058000,1099320,0.1049,ITU,SAS,male,NA,NA,102
NA06984,NA06984,1065694,1058000,1099356,0.1803,CEU,EUR,male,NA,NA,99
NA06985,NA06985,1061839,1058000,1099340,0.08662,CEU,EUR,female,NA,NA,99
NA06986,NA06986,1065491,1058000,1099347,0.1755,CEU,EUR,male,NA,NA,99
NA06989,NA06989,1063320,1058000,1099327,0.1229,CEU,EUR,female,NA,NA,99
NA06994,NA06994,1067585,1058000,1099364,0.2262,CEU,EUR,male,NA,NA,99
NA07000,NA07000,1064939,1058000,1099345,0.1621,CEU,EUR,female,NA,NA,99
NA07037,NA07037,1061684,1058000,1099321,0.08315,CEU,EUR,female,NA,NA,99
NA07048,NA07048,1066734,1058000,1099349,0.2057,CEU,EUR,male,NA,NA,99
NA07051,NA07051,1062979,1058000,1099339,0.1145,CEU,EUR,male,NA,NA,99
NA07056,NA07056,1065347,1058000,1099340,0.172,CEU,EUR,female,NA,NA,99
NA07347,NA07347,1062631,1058000,1099346,0.1058,CEU,EUR,male,NA,NA,99
NA07357,NA07357,1064776,1058000,1099341,0.1581,CEU,EUR,male,NA,NA,99
NA10847,NA10847,1064379,1058000,1099339,0.1485,CEU,EUR,female,NA,NA,99
NA10851,NA10851,1063539,1058000,1099352,0.1278,CEU,EUR,male,NA,NA,99
NA11829,NA11829,1064797,1058000,1099346,0.1586,CEU,EUR,male,NA,NA,99
NA11830,NA11830,1063644,1058000,1099345,0.1306,CEU,EUR,female,NA,NA,99
NA11831,NA11831,1065390,1058000,1099369,0.1726,CEU,EUR,male,NA,NA,99
NA11832,NA11832,1063555,1058000,1099350,0.1283,CEU,EUR,female,NA,NA,99
NA11840,NA11840,1063694,1058000,1099347,0.1317,CEU,EUR,female,NA,NA,99
NA11843,NA11843,1063204,1058000,1099335,0.12,CEU,EUR,male,NA,NA,99
NA11881,NA11881,1062674,1058000,1099331,0.1071,CEU,EUR,male,NA,NA,99
NA11892,NA11892,1061266,1058000,1099342,0.07262,CEU,EUR,female,NA,NA,99
NA11893,NA11893,1065228,1058000,1099332,0.1693,CEU,EUR,male,NA,NA,99
NA11894,NA11894,1062745,1058000,1099336,0.1087,CEU,EUR,female,NA,NA,99
NA11918,NA11918,1064404,1058000,1099345,0.149,CEU,EUR,female,NA,NA,99
NA11919,NA11919,1062388,1058000,1099336,0.1001,CEU,EUR,male,NA,NA,99
NA11920,NA11920,1062801,1058000,1099339,0.1101,CEU,EUR,female,NA,NA,99
NA11930,NA11930,1063999,1058000,1099323,0.1395,CEU,EUR,male,NA,NA,99
NA11931,NA11931,1061813,1058000,1099331,0.08609,CEU,EUR,female,NA,NA,99
NA11932,NA11932,1065857,1058000,1099341,0.1845,CEU,EUR,male,NA,NA,99
NA11933,NA11933,1062129,1058000,1099337,0.09372,CEU,EUR,female,NA,NA,99
NA11992,NA11992,1063320,1058000,1099332,0.1227,CEU,EUR,male,NA,NA,99
NA11994,NA11994,1065342,1058000,1099329,0.1721,CEU,EUR,male,NA,NA,99
NA11995,NA11995,1064129,1058000,1099333,0.1425,CEU,EUR,female,NA,NA,99
NA12003,NA12003,1063151,1058000,1099349,0.1184,CEU,EUR,male,NA,NA,99
NA12004,NA12004,1062100,1058000,1099333,0.09308,CEU,EUR,female,NA,NA,99
NA12005,NA12005,1065476,1058000,1099351,0.175,CEU,EUR,male,NA,NA,99
NA12006,NA12006,1063363,1058000,1099330,0.1239,CEU,EUR,female,NA,NA,99
NA12043,NA12043,1064467,1058000,1099348,0.1505,CEU,EUR,male,NA,NA,99
NA12044,NA12044,1067184,1058000,1099338,0.2169,CEU,EUR,female,NA,NA,99
NA12045,NA12045,1063773,1058000,1099356,0.1334,CEU,EUR,male,NA,NA,99
NA12046,NA12046,1065134,1058000,1099339,0.1669,CEU,EUR,female,NA,NA,99
NA12058,NA12058,1065447,1058000,1099346,0.1744,CEU,EUR,female,NA,NA,99
NA12144,NA12144,1063137,1058000,1099355,0.118,CEU,EUR,male,NA,NA,99
NA12154,NA12154,1065089,1058000,1099324,0.1661,CEU,EUR,male,NA,NA,99
NA12155,NA12155,1064201,1058000,1099333,0.1443,CEU,EUR,male,NA,NA,99
NA12156,NA12156,1064307,1058000,1099346,0.1466,CEU,EUR,female,NA,NA,99
NA12234,NA12234,1064006,1058000,1099349,0.1393,CEU,EUR,female,NA,NA,99
NA12249,NA12249,1065964,1058000,1099351,0.1869,CEU,EUR,female,NA,NA,99
NA12272,NA12272,1065473,1058000,1099345,0.175,CEU,EUR,male,NA,NA,99
NA12273,NA12273,1065889,1058000,1099332,0.1854,CEU,EUR,female,NA,NA,99
NA12275,NA12275,1062456,1058000,1099332,0.1018,CEU,EUR,female,NA,NA,99
NA12282,NA12282,1067208,1058000,1099346,0.2173,CEU,EUR,male,NA,NA,99
NA12283,NA12283,1062956,1058000,1099345,0.1138,CEU,EUR,female,NA,NA,99
NA12286,NA12286,1062573,1058000,1099339,0.1045,CEU,EUR,male,NA,NA,99
NA12287,NA12287,1063426,1058000,1099335,0.1253,CEU,EUR,female,NA,NA,99
NA12340,NA12340,1067063,1058000,1099352,0.2136,CEU,EUR,male,NA,NA,99
NA12341,NA12341,1067765,1058000,1099353,0.2307,CEU,EUR,female,NA,NA,99
NA12342,NA12342,1066331,1058000,1099344,0.1959,CEU,EUR,male,NA,NA,99
NA12347,NA12347,1063979,1058000,1099308,0.1394,CEU,EUR,male,NA,NA,99
NA12348,NA12348,1064297,1058000,1099349,0.1463,CEU,EUR,female,NA,NA,99
NA12383,NA12383,1063300,1058000,1099333,0.1224,CEU,EUR,female,NA,NA,99
NA12399,NA12399,1063740,1058000,1099334,0.133,CEU,EUR,male,NA,NA,99
NA12400,NA12400,1063559,1058000,1099333,0.1286,CEU,EUR,female,NA,NA,99
NA12413,NA12413,1063482,1058000,1099335,0.1267,CEU,EUR,male,NA,NA,99
NA12414,NA12414,1063759,1058000,1099322,0.1337,CEU,EUR,female,NA,NA,99
NA12489,NA12489,1063792,1058000,1099355,0.1339,CEU,EUR,female,NA,NA,99
NA12546,NA12546,1064083,1058000,1099339,0.1413,CEU,EUR,male,NA,NA,99
NA12716,NA12716,1063928,1058000,1099332,0.1377,CEU,EUR,male,NA,NA,99
NA12717,NA12717,1065811,1058000,1099355,0.1831,CEU,EUR,female,NA,NA,99
NA12718,NA12718,1065800,1058000,1099335,0.1832,CEU,EUR,female,NA,NA,99
NA12748,NA12748,1066512,1058000,1099337,0.2006,CEU,EUR,male,NA,NA,99
NA12749,NA12749,1066402,1058000,1099351,0.1975,CEU,EUR,female,NA,NA,99
NA12750,NA12750,1063788,1058000,1099357,0.1338,CEU,EUR,male,NA,NA,99
NA12751,NA12751,1065334,1058000,1099350,0.1715,CEU,EUR,female,NA,NA,99
NA12760,NA12760,1063551,1058000,1099345,0.1282,CEU,EUR,male,NA,NA,99
NA12761,NA12761,1063973,1058000,1099341,0.1386,CEU,EUR,female,NA,NA,99
NA12762,NA12762,1062865,1058000,1099347,0.1116,CEU,EUR,male,NA,NA,99
NA12763,NA12763,1065506,1058000,1099347,0.1758,CEU,EUR,female,NA,NA,99
NA12775,NA12775,1063829,1058000,1099332,0.1353,CEU,EUR,male,NA,NA,99
NA12776,NA12776,1065903,1058000,1099336,0.1856,CEU,EUR,female,NA,NA,99
NA12777,NA12777,1063960,1058000,1099347,0.1382,CEU,EUR,male,NA,NA,99
NA12778,NA12778,1062438,1058000,1099341,0.1012,CEU,EUR,female,NA,NA,99
NA12812,NA12812,1063477,1058000,1099352,0.1263,CEU,EUR,male,NA,NA,99
NA12813,NA12813,1063044,1058000,1099346,0.1158,CEU,EUR,female,NA,NA,99
NA12814,NA12814,1064782,1058000,1099372,0.1577,CEU,EUR,male,NA,NA,99
NA12815,NA12815,1062529,1058000,1099333,0.1035,CEU,EUR,female,NA,NA,99
NA12827,NA12827,1066778,1058000,1099348,0.2068,CEU,EUR,male,NA,NA,99
NA12828,NA12828,1064722,1058000,1099356,0.1566,CEU,EUR,female,NA,NA,99
NA12829,NA12829,1063053,1058000,1099345,0.1161,CEU,EUR,male,NA,NA,99
NA12830,NA12830,1064765,1058000,1099341,0.1578,CEU,EUR,female,NA,NA,99
NA12842,NA12842,1063432,1058000,1099363,0.125,CEU,EUR,male,NA,NA,99
NA12843,NA12843,1063686,1058000,1099334,0.1317,CEU,EUR,female,NA,NA,99
NA12872,NA12872,1064053,1058000,1099348,0.1404,CEU,EUR,male,NA,NA,99
NA12873,NA12873,1066703,1058000,1099349,0.2049,CEU,EUR,female,NA,NA,99
NA12874,NA12874,1063001,1058000,1099328,0.1151,CEU,EUR,male,NA,NA,99
NA12878,NA12878,1062079,1058000,1099341,0.09249,CEU,EUR,female,NA,NA,99
NA12889,NA12889,1062927,1058000,1099354,0.1129,CEU,EUR,male,NA,NA,99
NA12890,NA12890,1065655,1058000,1099332,0.1798,CEU,EUR,female,NA,NA,99
NA18486,NA18486,1055037,1058000,1099201,-0.07683,YRI,AFR,male,NA,NA,108
NA18488,NA18488,1052198,1058000,1099166,-0.1452,YRI,AFR,female,NA,NA,108
NA18489,NA18489,1052961,1058000,1099190,-0.1272,YRI,AFR,female,NA,NA,108
NA18498,NA18498,1053899,1058000,1099198,-0.1044,YRI,AFR,male,NA,NA,108
NA18499,NA18499,1052861,1058000,1099168,-0.1292,YRI,AFR,female,NA,NA,108
NA18501,NA18501,1053222,1058000,1099191,-0.1208,YRI,AFR,male,NA,NA,108
NA18502,NA18502,1052879,1058000,1099182,-0.129,YRI,AFR,female,NA,NA,108
NA18504,NA18504,1055758,1058000,1099207,-0.0593,YRI,AFR,male,NA,NA,108
NA18505,NA18505,1056640,1058000,1099213,-0.03776,YRI,AFR,female,NA,NA,108
NA18507,NA18507,1055147,1058000,1099200,-0.07403,YRI,AFR,male,NA,NA,108
NA18508,NA18508,1050831,1058000,1099206,-0.1793,YRI,AFR,female,NA,NA,108
NA18510,NA18510,1054360,1058000,1099164,-0.09258,YRI,AFR,male,NA,NA,108
NA18511,NA18511,1052951,1058000,1099193,-0.1274,YRI,AFR,female,NA,NA,108
NA18516,NA18516,1052151,1058000,1099195,-0.147,YRI,AFR,male,NA,NA,108
NA18517,NA18517,1054050,1058000,1099177,-0.1004,YRI,AFR,female,NA,NA,108
NA18519,NA18519,1054989,1058000,1099207,-0.07803,YRI,AFR,male,NA,NA,108
NA18520,NA18520,1053924,1058000,1099182,-0.1035,YRI,AFR,female,NA,NA,108
NA18522,NA18522,1055985,1058000,1099200,-0.0536,YRI,AFR,male,NA,NA,108
NA18523,NA18523,1056172,1058000,1099199,-0.04906,YRI,AFR,female,NA,NA,108
NA18525,NA18525,1067628,1058000,1099330,0.2278,CHB,EAS,female,NA,NA,103
NA18526,NA18526,1067018,1058000,1099327,0.2129,CHB,EAS,female,NA,NA,103
NA18528,NA18528,1063967,1058000,1099340,0.1385,CHB,EAS,female,NA,NA,103
NA18530,NA18530,1069130,1058000,1099349,0.264,CHB,EAS,male,NA,NA,103
NA18531,NA18531,1068195,1058000,1099349,0.2412,CHB,EAS,female,NA,NA,103
NA18532,NA18532,1066509,1058000,1099328,0.2005,CHB,EAS,female,NA,NA,103
NA18533,NA18533,1066934,1058000,1099343,0.2106,CHB,EAS,female,NA,NA,103
NA18534,NA18534,1067019,1058000,1099347,0.2127,CHB,EAS,male,NA,NA,103
NA18535,NA18535,1070000,1058000,1099360,0.285,CHB,EAS,female,NA,NA,103
NA18536,NA18536,1067968,1058000,1099349,0.2357,CHB,EAS,male,NA,NA,103
NA18537,NA18537,1065597,1058000,1099348,0.178,CHB,EAS,female,NA,NA,103
NA18538,NA18538,1067732,1058000,1099344,0.2301,CHB,EAS,female,NA,NA,103
NA18539,NA18539,1070050,1058000,1099365,0.2861,CHB,EAS,female,NA,NA,103
NA18541,NA18541,1068009,1058000,1099345,0.2368,CHB,EAS,female,NA,NA,103
NA18542,NA18542,1064932,1058000,1099341,0.1619,CHB,EAS,female,NA,NA,103
NA18543,NA18543,1067491,1058000,1099347,0.2242,CHB,EAS,male,NA,NA,103
NA18544,NA18544,1067289,1058000,1099343,0.2193,CHB,EAS,male,NA,NA,103
NA18545,NA18545,1067015,1058000,1099332,0.2128,CHB,EAS,female,NA,NA,103
NA18546,NA18546,1066428,1058000,1099333,0.1985,CHB,EAS,male,NA,NA,103
NA18547,NA18547,1068792,1058000,1099339,0.256,CHB,EAS,female,NA,NA,103
NA18548,NA18548,1070140,1058000,1099346,0.2887,CHB,EAS,male,NA,NA,103
NA18549,NA18549,1068217,1058000,1099341,0.2419,CHB,EAS,male,NA,NA,103
NA18550,NA18550,1067634,1058000,1099338,0.2278,CHB,EAS,female,NA,NA,103
NA18552,NA18552,1065392,1058000,1099342,0.1731,CHB,EAS,female,NA,NA,103
NA18553,NA18553,1066945,1058000,1099348,0.2108,CHB,EAS,female,NA,NA,103
NA18555,NA18555,1069419,1058000,1099343,0.2712,CHB,EAS,female,NA,NA,103
NA18557,NA18557,1064941,1058000,1099344,0.1621,CHB,EAS,male,NA,NA,103
NA18558,NA18558,1064314,1058000,1099321,0.1472,CHB,EAS,male,NA,NA,103
NA18559,NA18559,1067659,1058000,1099331,0.2285,CHB,EAS,male,NA,NA,103
