FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
HG03085,HG03085,1051444,1058000,1099162,-0.1636,MSL,AFR,female,NA,NA,85
HG03086,HG03086,1051966,1058000,1099164,-0.1511,MSL,AFR,female,NA,NA,85
HG03088,HG03088,1055174,1058000,1099198,-0.07321,MSL,AFR,female,NA,NA,85
HG03091,HG03091,1053822,1058000,1099180,-0.106,MSL,AFR,female,NA,NA,85
HG03095,HG03095,1051500,1058000,1099166,-0.1624,MSL,AFR,female,NA,NA,85
HG03096,HG03096,1052106,1058000,1099163,-0.1475,MSL,AFR,male,NA,NA,85
HG03097,HG03097,1052520,1058000,1099157,-0.1374,MSL,AFR,female,NA,NA,85
HG03099,HG03099,1054500,1058000,1099177,-0.08952,ESN,AFR,female,NA,NA,99
HG03100,HG03100,1055493,1058000,1099180,-0.0653,ESN,AFR,male,NA,NA,99
HG03103,HG03103,1053403,1058000,1099194,-0.1165,ESN,AFR,male,NA,NA,99
HG03105,HG03105,1055615,1058000,1099211,-0.06281,ESN,AFR,female,NA,NA,99
HG03108,HG03108,1055380,1058000,1099202,-0.06845,ESN,AFR,female,NA,NA,99
HG03109,HG03109,1053411,1058000,1099154,-0.1154,ESN,AFR,male,NA,NA,99
HG03111,HG03111,1054016,1058000,1099168,-0.101,ESN,AFR,female,NA,NA,99
HG03112,HG03112,1054264,1058000,1099159,-0.09478,ESN,AFR,male,NA,NA,99
HG03114,HG03114,1052807,1058000,1099163,-0.1305,ESN,AFR,female,NA,NA,99
HG03115,HG03115,1054805,1058000,1099182,-0.08203,ESN,AFR,male,NA,NA,99
HG03117,HG03117,1052659,1058000,1099188,-0.1344,ESN,AFR,female,NA,NA,99
HG03118,HG03118,1055551,1058000,1099198,-0.06416,ESN,AFR,male,NA,NA,99
HG03120,HG03120,1052540,1058000,1099158,-0.1369,ESN,AFR,male,NA,NA,99
HG03121,HG03121,1056628,1058000,1099194,-0.03785,ESN,AFR,female,NA,NA,99
HG03123,HG03123,1055323,1058000,1099172,-0.06924,ESN,AFR,female,NA,NA,99
HG03124,HG03124,1055396,1058000,1099198,-0.06791,ESN,AFR,male,NA,NA,99
HG03126,HG03126,1052813,1058000,1099195,-0.1308,ESN,AFR,female,NA,NA,99
HG03127,HG03127,1052788,1058000,1099183,-0.1311,ESN,AFR,male,NA,NA,99
HG03129,HG03129,1054637,1058000,1099203,-0.08647,ESN,AFR,female,NA,NA,99
HG03130,HG03130,1052832,1058000,1099185,-0.1301,ESN,AFR,male,NA,NA,99
HG03132,HG03132,1049919,1058000,1099181,-0.2012,ESN,AFR,female,NA,NA,99
HG03133,HG03133,1051109,1058000,1099191,-0.1723,ESN,AFR,male,NA,NA,99
HG03135,HG03135,1053337,1058000,1099173,-0.1177,ESN,AFR,female,NA,NA,99
HG03136,HG03136,1056435,1058000,1099194,-0.0425,ESN,AFR,male,NA,NA,99
HG03139,HG03139,1054889,1058000,1099162,-0.07981,ESN,AFR,male,NA,NA,99
HG03157,HG03157,1053370,1058000,1099163,-0.1167,ESN,AFR,male,NA,NA,99
HG03159,HG03159,1054761,1058000,1099184,-0.08313,ESN,AFR,female,NA,NA,99
HG03160,HG03160,1053192,1058000,1099208,-0.1218,ESN,AFR,male,NA,NA,99
HG03162,HG03162,1052415,1058000,1099197,-0.1405,ESN,AFR,female,NA,NA,99
HG03163,HG03163,1056647,1058000,1099208,-0.03758,ESN,AFR,male,NA,NA,99
HG03166,HG03166,1056162,1058000,1099180,-0.04887,ESN,AFR,male,NA,NA,99
HG03168,HG03168,1052796,1058000,1099198,-0.1313,ESN,AFR,female,NA,NA,99
HG03169,HG03169,1057605,1058000,1099207,-0.01432,ESN,AFR,male,NA,NA,99
HG03172,HG03172,1058232,1058000,1099201,0.001251,ESN,AFR,male,NA,NA,99
HG03175,HG03175,1051860,1058000,1099172,-0.1537,ESN,AFR,male,NA,NA,99
HG03189,HG03189,1052529,1058000,1099179,-0.1375,ESN,AFR,female,NA,NA,99
HG03190,HG03190,1053938,1058000,1099192,-0.1034,ESN,AFR,male,NA,NA,99
HG03193,HG03193,1055165,1058000,1099191,-0.07342,ESN,AFR,male,NA,NA,99
HG03195,HG03195,1055295,1058000,1099185,-0.07018,ESN,AFR,female,NA,NA,99
HG03196,HG03196,1054419,1058000,1099182,-0.09147,ESN,AFR,male,NA,NA,99
HG03198,HG03198,1052415,1058000,1099190,-0.1405,ESN,AFR,female,NA,NA,99
HG03199,HG03199,1054235,1058000,1099165,-0.09584,ESN,AFR,male,NA,NA,99
HG03202,HG03202,1055353,1058000,1099194,-0.06885,ESN,AFR,male,NA,NA,99
HG03209,HG03209,1054298,1058000,1099159,-0.09412,MSL,AFR,male,NA,NA,85
HG03212,HG03212,1052529,1058000,1099185,-0.1376,MSL,AFR,female,NA,NA,85
HG03224,HG03224,1053632,1058000,1099192,-0.1107,MSL,AFR,male,NA,NA,85
HG03225,HG03225,1053558,1058000,1099199,-0.1127,MSL,AFR,male,NA,NA,85
HG03228,HG03228,1072196,1058000,1099332,0.339,PJL,SAS,male,NA,NA,96
HG03229,HG03229,1063494,1058000,1099325,0.1272,PJL,SAS,female,NA,NA,96
HG03234,HG03234,1061762,1058000,1099328,0.0849,PJL,SAS,male,NA,NA,96
HG03235,HG03235,1062137,1058000,1099343,0.09381,PJL,SAS,female,NA,NA,96
HG03237,HG03237,1063028,1058000,1099331,0.1157,PJL,SAS,male,NA,NA,96
HG03238,HG03238,1062052,1058000,1099339,0.09178,PJL,SAS,female,NA,NA,96
HG03240,HG03240,1052674,1058000,1099185,-0.1341,GWD,AFR,male,NA,NA,113
HG03241,HG03241,1052670,1058000,1099183,-0.1341,GWD,AFR,female,NA,NA,113
HG03246,HG03246,1054765,1058000,1099195,-0.0832,GWD,AFR,male,NA,NA,113
HG03247,HG03247,1054514,1058000,1099187,-0.08935,GWD,AFR,female,NA,NA,113
HG03258,HG03258,1055062,1058000,1099184,-0.0758,GWD,AFR,male,NA,NA,113
HG03259,HG03259,1053942,1058000,1099192,-0.1033,GWD,AFR,female,NA,NA,113
HG03265,HG03265,1055310,1058000,1099201,-0.07005,ESN,AFR,male,NA,NA,99
HG03267,HG03267,1055585,1058000,1099197,-0.06327,ESN,AFR,female,NA,NA,99
HG03268,HG03268,1055307,1058000,1099170,-0.06954,ESN,AFR,male,NA,NA,99
HG03270,HG03270,1053251,1058000,1099185,-0.12,ESN,AFR,female,NA,NA,99
HG03271,HG03271,1055122,1058000,1099195,-0.07449,ESN,AFR,male,NA,NA,99
HG03279,HG03279,1055410,1058000,1099208,-0.06771,ESN,AFR,female,NA,NA,99
HG03280,HG03280,1055065,1058000,1099185,-0.07576,ESN,AFR,male,NA,NA,99
HG03291,HG03291,1055604,1058000,1099197,-0.06277,ESN,AFR,female,NA,NA,99
HG03294,HG03294,1056194,1058000,1099189,-0.04832,ESN,AFR,female,NA,NA,99
HG03295,HG03295,1054352,1058000,1099172,-0.09294,ESN,AFR,male,NA,NA,99
HG03297,HG03297,1055299,1058000,1099167,-0.06982,ESN,AFR,female,NA,NA,99
HG03298,HG03298,1053539,1058000,1099189,-0.1131,ESN,AFR,male,NA,NA,99
HG03300,HG03300,1053292,1058000,1099206,-0.1194,ESN,AFR,female,NA,NA,99
HG03301,HG03301,1052529,1058000,1099177,-0.1376,ESN,AFR,male,NA,NA,99
HG03303,HG03303,1054160,1058000,1099169,-0.09756,ESN,AFR,female,NA,NA,99
HG03304,HG03304,1051041,1058000,1099148,-0.1733,ESN,AFR,male,NA,NA,99
HG03311,HG03311,1052090,1058000,1099220,-0.1488,ESN,AFR,male,NA,NA,99
HG03313,HG03313,1054267,1058000,1099210,-0.09559,ESN,AFR,male,NA,NA,99
HG03342,HG03342,1053141,1058000,1099209,-0.123,ESN,AFR,female,NA,NA,99
HG03343,HG03343,1057804,1058000,1099207,-0.009439,ESN,AFR,male,NA,NA,99
HG03351,HG03351,1052091,1058000,1099177,-0.1482,ESN,AFR,female,NA,NA,99
HG03352,HG03352,1054225,1058000,1099204,-0.09658,ESN,AFR,male,NA,NA,99
HG03354,HG03354,1053852,1058000,1099189,-0.1055,ESN,AFR,female,NA,NA,99
HG03363,HG03363,1052526,1058000,1099176,-0.1376,ESN,AFR,female,NA,NA,99
HG03366,HG03366,1053446,1058000,1099191,-0.1153,ESN,AFR,female,NA,NA,99
HG03367,HG03367,1053482,1058000,1099201,-0.1147,ESN,AFR,male,NA,NA,99
HG03369,HG03369,1051977,1058000,1099165,-0.1508,ESN,AFR,female,NA,NA,99
HG03370,HG03370,1053355,1058000,1099179,-0.1173,ESN,AFR,male,NA,NA,99
HG03372,HG03372,1054734,1058000,1099200,-0.08406,ESN,AFR,female,NA,NA,99
HG03376,HG03376,1052442,1058000,1099187,-0.1398,MSL,AFR,male,NA,NA,85
HG03378,HG03378,1053355,1058000,1099181,-0.1174,MSL,AFR,female,NA,NA,85
HG03380,HG03380,1055010,1058000,1099203,-0.07746,MSL,AFR,female,NA,NA,85
HG03382,HG03382,1053402,1058000,1099168,-0.116,MSL,AFR,male,NA,NA,85
HG03385,HG03385,1052017,1058000,1099143,-0.1494,MSL,AFR,male,NA,NA,85
HG03388,HG03388,1053543,1058000,1099171,-0.1128,MSL,AFR,male,NA,NA,85
HG03391,HG03391,1051428,1058000,1099159,-0.164,MSL,AFR,male,NA,NA,85
HG03394,HG03394,1054733,1058000,1099193,-0.08405,MSL,AFR,male,NA,NA,85
HG03397,HG03397,1054015,1058000,1099181,-0.1012,MSL,AFR,male,NA,NA,85
HG03401,HG03401,1050743,1058000,1099191,-0.1812,MSL,AFR,female,NA,NA,85
HG03410,HG03410,1051969,1058000,1099205,-0.1516,MSL,AFR,female,NA,NA,85
HG03419,HG03419,1052524,1058000,1099172,-0.1376,MSL,AFR,female,NA,NA,85
HG03428,HG03428,1053421,1058000,1099180,-0.1158,MSL,AFR,female,NA,NA,85
HG03432,HG03432,1052036,1058000,1099160,-0.1491,MSL,AFR,male,NA,NA,85
HG03433,HG03433,1054234,1058000,1099195,-0.09623,MSL,AFR,male,NA,NA,85
HG03436,HG03436,1056622,1058000,1099176,-0.03779,MSL,AFR,male,NA,NA,85
HG03437,HG03437,1052272,1058000,1099200,-0.1441,MSL,AFR,female,NA,NA,85
HG03439,HG03439,1052630,1058000,1099179,-0.1349,MSL,AFR,male,NA,NA,85
HG03442,HG03442,1054077,1058000,1099163,-0.09944,MSL,AFR,male,NA,NA,85
HG03445,HG03445,1055071,1058000,1099172,-0.0754,MSL,AFR,male,NA,NA,85
HG03446,HG03446,1054403,1058000,1099210,-0.09235,MSL,AFR,female,NA,NA,85
HG03449,HG03449,1054074,1058000,1099200,-0.1001,MSL,AFR,female,NA,NA,85
HG03451,HG03451,1052799,1058000,1099176,-0.131,MSL,AFR,male,NA,NA,85
HG03452,HG03452,1054064,1058000,1099148,-0.09943,MSL,AFR,female,NA,NA,85
HG03455,HG03455,1053472,1058000,1099176,-0.1145,MSL,AFR,female,NA,NA,85
HG03457,HG03457,1051611,1058000,1099182,-0.16,MSL,AFR,male,NA,NA,85
HG03458,HG03458,1052275,1058000,1099164,-0.1435,MSL,AFR,female,NA,NA,85
HG03460,HG03460,1051599,1058000,1099182,-0.1603,MSL,AFR,male,NA,NA,85
HG03461,HG03461,1052414,1058000,1099172,-0.1402,MSL,AFR,female,NA,NA,85
HG03464,HG03464,1051391,1058000,1099203,-0.1655,MSL,AFR,female,NA,NA,85
HG03469,HG03469,1052979,1058000,1099197,-0.1269,MSL,AFR,male,NA,NA,85
HG03470,HG03470,1051142,1058000,1099163,-0.171,MSL,AFR,female,NA,NA,85
HG03472,HG03472,1053279,1058000,1099169,-0.1191,MSL,AFR,male,NA,NA,85
HG03473,HG03473,1053338,1058000,1099193,-0.118,MSL,AFR,female,NA,NA,85
HG03476,HG03476,1052574,1058000,1099184,-0.1366,MSL,AFR,female,NA,NA,85
HG03478,HG03478,1052552,1058000,1099202,-0.1373,MSL,AFR,male,NA,NA,85
HG03479,HG03479,1052548,1058000,1099215,-0.1376,MSL,AFR,female,NA,NA,85
HG03484,HG03484,1054466,1058000,1099182,-0.09034,MSL,AFR,male,NA,NA,85
HG03485,HG03485,1053040,1058000,1099203,-0.1256,MSL,AFR,female,NA,NA,85
HG03488,HG03488,1062728,1058000,1099328,0.1084,PJL,SAS,female,NA,NA,96
HG03490,HG03490,1064364,1058000,1099372,0.1476,PJL,SAS,male,NA,NA,96
HG03491,HG03491,1062015,1058000,1099337,0.09092,PJL,SAS,female,NA,NA,96
HG03499,HG03499,1056737,1058000,1099185,-0.03491,ESN,AFR,female,NA,NA,99
HG03511,HG03511,1053714,1058000,1099199,-0.109,ESN,AFR,female,NA,NA,99
HG03514,HG03514,1053385,1058000,1099170,-0.1165,ESN,AFR,female,NA,NA,99
HG03515,HG03515,1053695,1058000,1099168,-0.109,ESN,AFR,male,NA,NA,99
HG03517,HG03517,1052628,1058000,1099168,-0.1349,ESN,AFR,female,NA,NA,99
HG03518,HG03518,1053063,1058000,1099160,-0.1242,ESN,AFR,male,NA,NA,99
HG03520,HG03520,1052282,1058000,1099167,-0.1433,ESN,AFR,female,NA,NA,99
HG03521,HG03521,1051403,1058000,1099191,-0.1652,ESN,AFR,male,NA,NA,99
HG03538,HG03538,1054611,1058000,1099163,-0.08656,GWD,AFR,male,NA,NA,113
HG03539,HG03539,1055725,1058000,1099206,-0.06006,GWD,AFR,female,NA,NA,113
HG03547,HG03547,1056214,1058000,1099192,-0.04788,MSL,AFR,male,NA,NA,85
HG03548,HG03548,1050259,1058000,1099167,-0.1927,MSL,AFR,female,NA,NA,85
HG03556,HG03556,1052068,1058000,1099205,-0.149,MSL,AFR,male,NA,NA,85
HG03557,HG03557,1052039,1058000,1099175,-0.1493,MSL,AFR,female,NA,NA,85
HG03558,HG03558,1051749,1058000,1099163,-0.1563,MSL,AFR,female,NA,NA,85
HG03559,HG03559,1051081,1058000,1099142,-0.1721,MSL,AFR,male,NA,NA,85
HG03563,HG03563,1052708,1058000,1099202,-0.1336,MSL,AFR,female,NA,NA,85
HG03565,HG03565,1053158,1058000,1099186,-0.1222,MSL,AFR,male,NA,NA,85
HG03567,HG03567,1051886,1058000,1099197,-0.1533,MSL,AFR,female,NA,NA,85
HG03571,HG03571,1056025,1058000,1099208,-0.05278,MSL,AFR,male,NA,NA,85
HG03572,HG03572,1054148,1058000,1099171,-0.09786,MSL,AFR,female,NA,NA,85
HG03575,HG03575,1055118,1058000,1099176,-0.07432,MSL,AFR,female,NA,NA,85
HG03577,HG03577,1051934,1058000,1099178,-0.1521,MSL,AFR,male,NA,NA,85
HG03578,HG03578,1054100,1058000,1099188,-0.09936,MSL,AFR,female,NA,NA,85
HG03583,HG03583,1053550,1058000,1099183,-0.1128,MSL,AFR,female,NA,NA,85
HG03585,HG03585,1063446,1058000,1099323,0.1261,BEB,SAS,male,NA,NA,86
HG03589,HG03589,1064842,1058000,1099333,0.1599,BEB,SAS,female,NA,NA,86
HG03593,HG03593,1064004,1058000,1099321,0.1396,BEB,SAS,male,NA,NA,86
HG03594,HG03594,1061512,1058000,1099337,0.07872,BEB,SAS,male,NA,NA,86
HG03595,HG03595,1061693,1058000,1099302,0.08371,BEB,SAS,female,NA,NA,86
HG03598,HG03598,1062877,1058000,1099318,0.1122,BEB,SAS,female,NA,NA,86
HG03600,HG03600,1063559,1058000,1099325,0.1288,BEB,SAS,male,NA,NA,86
HG03603,HG03603,1062073,1058000,1099319,0.09263,BEB,SAS,male,NA,NA,86
HG03604,HG03604,1062185,1058000,1099309,0.09557,BEB,SAS,female,NA,NA,86
HG03607,HG03607,1062452,1058000,1099332,0.1017,BEB,SAS,female,NA,NA,86
HG03611,HG03611,1064827,1058000,1099315,0.1598,BEB,SAS,female,NA,NA,86
HG03615,HG03615,1073826,1058000,1099348,0.3784,BEB,SAS,male,NA,NA,86
HG03616,HG03616,1061730,1058000,1099319,0.0844,BEB,SAS,female,NA,NA,86
HG03619,HG03619,1063049,1058000,1099327,0.1163,PJL,SAS,female,NA,NA,96
HG03624,HG03624,1062497,1058000,1099322,0.1029,PJL,SAS,male,NA,NA,96
HG03625,HG03625,1060055,1058000,1099324,0.04349,PJL,SAS,female,NA,NA,96
HG03629,HG03629,1061138,1058000,1099336,0.06967,PJL,SAS,male,NA,NA,96
HG03631,HG03631,1063137,1058000,1099353,0.1179,PJL,SAS,female,NA,NA,96
HG03634,HG03634,1060782,1058000,1099322,0.06112,PJL,SAS,female,NA,NA,96
HG03636,HG03636,1064297,1058000,1099334,0.1466,PJL,SAS,male,NA,NA,96
HG03640,HG03640,1063052,1058000,1099331,0.1163,PJL,SAS,female,NA,NA,96
HG03642,HG03642,1062049,1058000,1099318,0.09206,STU,SAS,female,NA,NA,102
HG03643,HG03643,1064970,1058000,1099304,0.1635,STU,SAS,female,NA,NA,102
HG03644,HG03644,1061334,1058000,1099298,0.07509,STU,SAS,male,NA,NA,102
HG03645,HG03645,1061321,1058000,1099316,0.07449,STU,SAS,female,NA,NA,102
HG03646,HG03646,1063460,1058000,1099329,0.1263,STU,SAS,male,NA,NA,102
HG03649,HG03649,1062011,1058000,1099324,0.09113,PJL,SAS,male,NA,NA,96
HG03652,HG03652,1060535,1058000,1099334,0.05496,PJL,SAS,male,NA,NA,96
HG03653,HG03653,1059768,1058000,1099327,0.03644,PJL,SAS,female,NA,NA,96
HG03660,HG03660,1061695,1058000,1099330,0.0833,PJL,SAS,male,NA,NA,96
HG03663,HG03663,1062972,1058000,1099323,0.1146,PJL,SAS,male,NA,NA,96
HG03667,HG03667,1065179,1058000,1099316,0.1684,PJL,SAS,male,NA,NA,96
HG03668,HG03668,1061501,1058000,1099321,0.07875,PJL,SAS,female,NA,NA,96
HG03672,HG03672,1061614,1058000,1099330,0.08137,STU,SAS,male,NA,NA,102
HG03673,HG03673,1061590,1058000,1099310,0.08111,STU,SAS,female,NA,NA,102
HG03679,HG03679,1070707,1058000,1099306,0.3033,STU,SAS,male,NA,NA,102
HG03680,HG03680,1062873,1058000,1099321,0.1122,STU,SAS,male,NA,NA,102
HG03681,HG03681,1061272,1058000,1099308,0.07341,STU,SAS,male,NA,NA,102
HG03684,HG03684,1061303,1058000,1099291,0.07438,STU,SAS,female,NA,NA,102
HG03685,HG03685,1062417,1058000,1099323,0.101,STU,SAS,male,NA,NA,102
HG03686,HG03686,1061842,1058000,1099339,0.08673,STU,SAS,male,NA,NA,102
HG03687,HG03687,1066981,1058000,1099341,0.2118,STU,SAS,male,NA,NA,102
HG03689,HG03689,1060929,1058000,1099306,0.06501,STU,SAS,female,NA,NA,102
HG03690,HG03690,1068812,1058000,1099346,0.2563,STU,SAS,female,NA,NA,102
HG03691,HG03691,1065748,1058000,1099336,0.1819,STU,SAS,male,NA,NA,102
HG03692,HG03692,1061610,1058000,1099327,0.0813,STU,SAS,female,NA,NA,102
HG03693,HG03693,1062655,1058000,1099319,0.1069,STU,SAS,male,NA,NA,102
HG03694,HG03694,1060206,1058000,1099342,0.04684,STU,SAS,male,NA,NA,102
HG03695,HG03695,1064117,1058000,1099340,0.1421,STU,SAS,male,NA,NA,102
HG03696,HG03696,1066910,1058000,1099326,0.2104,STU,SAS,male,NA,NA,102
HG03697,HG03697,1065388,1058000,1099338,0.1731,STU,SAS,male,NA,NA,102
HG03698,HG03698,1065078,1058000,1099313,0.166,STU,SAS,female,NA,NA,102
HG03702,HG03702,1062380,1058000,1099330,0.09993,PJL,SAS,male,NA,NA,96
HG03703,HG03703,1060816,1058000,1099327,0.06195,PJL,SAS,female,NA,NA,96
HG03705,HG03705,1063259,1058000,1099334,0.1213,PJL,SAS,male,NA,NA,96
HG03706,HG03706,1063866,1058000,1099332,0.1361,PJL,SAS,female,NA,NA,96
HG03708,HG03708,1063635,1058000,1099327,0.1306,PJL,SAS,male,NA,NA,96
HG03709,HG03709,1061623,1058000,1099308,0.08189,PJL,SAS,female,NA,NA,96
HG03711,HG03711,1063127,1058000,1099330,0.1182,STU,SAS,male,NA,NA,102
HG03713,HG03713,1063376,1058000,1099310,0.1245,ITU,SAS,male,NA,NA,102
HG03714,HG03714,1064937,1058000,1099322,0.1624,ITU,SAS,female,NA,NA,102
HG03716,HG03716,1063669,1058000,1099324,0.1315,ITU,SAS,male,NA,NA,102
HG03717,HG03717,1066498,1058000,1099311,0.2007,ITU,SAS,female,NA,NA,102
HG03718,HG03718,1066524,1058000,1099330,0.2009,ITU,SAS,male,NA,NA,102
HG03720,HG03720,1064821,1058000,1099314,0.1598,ITU,SAS,male,NA,NA,102
HG03722,HG03722,1061178,1058000,1099315,0.07093,ITU,SAS,female,NA,NA,102
HG03727,HG03727,1063870,1058000,1099341,0.1361,ITU,SAS,male,NA,NA,102
HG03729,HG03729,1061680,1058000,1099328,0.08294,ITU,SAS,male,NA,NA,102
HG03730,HG03730,1062566,1058000,1099315,0.1047,ITU,SAS,female,NA,NA,102
HG03731,HG03731,1067670,1058000,1099337,0.2287,ITU,SAS,female,NA,NA,102
HG03733,HG03733,1067312,1058000,1099332,0.2201,STU,SAS,female,NA,NA,102
HG03736,HG03736,1063416,1058000,1099318,0.1254,STU,SAS,female,NA,NA,102
HG03738,HG03738,1078655,1058000,1099339,0.4962,STU,SAS,male,NA,NA,102
HG03740,HG03740,1063379,1058000,1099309,0.1247,STU,SAS,male,NA,NA,102
HG03741,HG03741,1070991,1058000,1099334,0.3096,STU,SAS,female,NA,NA,102
HG03742,HG03742,1062402,1058000,1099328,0.1005,ITU,SAS,male,NA,NA,102
HG03743,HG03743,1066028,1058000,1099341,0.1887,STU,SAS,male,NA,NA,102
HG03744,HG03744,1064130,1058000,1099326,0.1426,STU,SAS,male,NA,NA,102
HG03745,HG03745,1064540,1058000,1099312,0.1529,STU,SAS,male,NA,NA,102
HG03746,HG03746,1062675,1058000,1099340,0.107,STU,SAS,male,NA,NA,102
HG03750,HG03750,1063153,1058000,1099305,0.1192,STU,SAS,male,NA,NA,102
HG03752,HG03752,1064645,1058000,1099340,0.155,STU,SAS,female,NA,NA,102
HG03753,HG03753,1061880,1058000,1099322,0.08794,STU,SAS,male,NA,NA,102
HG03754,HG03754,1062134,1058000,1099292,0.09471,STU,SAS,female,NA,NA,102
HG03755,HG03755,1060235,1058000,1099318,0.04793,STU,SAS,male,NA,NA,102
HG03756,HG03756,1062582,1058000,1099297,0.1055,STU,SAS,female,NA,NA,102
HG03757,HG03757,1063753,1058000,1099327,0.1335,STU,SAS,female,NA,NA,102
HG03760,HG03760,1060982,1058000,1099329,0.06592,STU,SAS,female,NA,NA,102
HG03762,HG03762,1064614,1058000,1099328,0.1544,PJL,SAS,female,NA,NA,96
HG03765,HG03765,1062621,1058000,1099336,0.1057,PJL,SAS,female,NA,NA,96
HG03767,HG03767,1064896,1058000,1099354,0.1608,PJL,SAS,male,NA,NA,96
HG03770,HG03770,1062282,1058000,1099331,0.09757,ITU,SAS,female,NA,NA,102
HG03771,HG03771,1063633,1058000,1099323,0.1306,ITU,SAS,male,NA,NA,102
HG03772,HG03772,1063980,1058000,1099334,0.1388,ITU,SAS,female,NA,NA,102
HG03773,HG03773,1062485,1058000,1099318,0.1027,ITU,SAS,male,NA,NA,102
HG03774,HG03774,1063858,1058000,1099326,0.136,ITU,SAS,female,NA,NA,102
HG03775,HG03775,1061921,1058000,1099298,0.08935,ITU,SAS,male,NA,NA,102
HG03777,HG03777,1060862,1058000,1099315,0.06319,ITU,SAS,male,NA,NA,102
HG03778,HG03778,1063054,1058000,1099330,0.1164,ITU,SAS,male,NA,NA,102
HG03779,HG03779,1063176,1058000,1099329,0.1195,ITU,SAS,male,NA,NA,102
HG03780,HG03780,1064685,1058000,1099340,0.156,ITU,SAS,female,NA,NA,102
HG03781,HG03781,1060105,1058000,1099326,0.04465,ITU,SAS,female,NA,NA,102
HG03782,HG03782,1062070,1058000,1099317,0.0926,ITU,SAS,female,NA,NA,102
HG03784,HG03784,1067850,1058000,1099342,0.233,ITU,SAS,female,NA,NA,102
HG03785,HG03785,1063919,1058000,1099312,0.1378,ITU,SAS,male,NA,NA,102
HG03786,HG03786,1061021,1058000,1099318,0.06701,ITU,SAS,male,NA,NA,102
HG03787,HG03787,1061914,1058000,1099316,0.08894,ITU,SAS,female,NA,NA,102
HG03788,HG03788,1064510,1058000,1099306,0.1523,ITU,SAS,male,NA,NA,102
HG03789,HG03789,1063677,1058000,1099314,0.1319,ITU,SAS,female,NA,NA,102
HG03790,HG03790,1061407,1058000,1099347,0.07597,ITU,SAS,male,NA,NA,102
HG03792,HG03792,1063736,1058000,1099319,0.1332,ITU,SAS,male,NA,NA,102
HG03793,HG03793,1063476,1058000,1099306,0.1271,BEB,SAS,female,NA,NA,86
HG03796,HG03796,1061794,1058000,1099342,0.0855,BEB,SAS,female,NA,NA,86
HG03800,HG03800,1060868,1058000,1099303,0.06364,BEB,SAS,male,NA,NA,86
HG03802,HG03802,1064280,1058000,1099324,0.1463,BEB,SAS,female,NA,NA,86
HG03803,HG03803,1061923,1058000,1099317,0.08911,BEB,SAS,male,NA,NA,86
HG03805,HG03805,1063184,1058000,1099331,0.1195,BEB,SAS,female,NA,NA,86
HG03808,HG03808,1063065,1058000,1099334,0.1166,BEB,SAS,female,NA,NA,86
HG03809,HG03809,1062311,1058000,1099330,0.09834,BEB,SAS,male,NA,NA,86
HG03812,HG03812,1062581,1058000,1099320,0.105,BEB,SAS,male,NA,NA,86
HG03814,HG03814,1061108,1058000,1099332,0.06896,BEB,SAS,female,NA,NA,86
HG03815,HG03815,1063380,1058000,1099341,0.1241,BEB,SAS,male,NA,NA,86
HG03817,HG03817,1061141,1058000,1099336,0.06972,BEB,SAS,female,NA,NA,86
HG03821,HG03821,1063091,1058000,1099330,0.1173,BEB,SAS,male,NA,NA,86
HG03823,HG03823,1064175,1058000,1099309,0.1441,BEB,SAS,female,NA,NA,86
HG03824,HG03824,1061472,1058000,1099324,0.07797,BEB,SAS,male,NA,NA,86
HG03826,HG03826,1062290,1058000,1099337,0.09774,BEB,SAS,female,NA,NA,86
HG03829,HG03829,1065187,1058000,1099329,0.1684,BEB,SAS,female,NA,NA,86
HG03830,HG03830,1064068,1058000,1099351,0.1407,BEB,SAS,male,NA,NA,86
HG03832,HG03832,1061681,1058000,1099319,0.08315,BEB,SAS,female,NA,NA,86
HG03833,HG03833,1066013,1058000,1099342,0.1882,BEB,SAS,male,NA,NA,86
HG03836,HG03836,1063087,1058000,1099323,0.1174,STU,SAS,female,NA,NA,102
HG03837,HG03837,1077911,1058000,1099361,0.4776,STU,SAS,male,NA,NA,102
HG03838,HG03838,1063551,1058000,1099292,0.1292,STU,SAS,female,NA,NA,102
HG03844,HG03844,1065089,1058000,1099334,0.1659,STU,SAS,male,NA,NA,102
HG03846,HG03846,1063685,1058000,1099315,0.132,STU,SAS,male,NA,NA,102
HG03848,HG03848,1064079,1058000,1099324,0.1415,STU,SAS,male,NA,NA,102
HG03849,HG03849,1060419,1058000,1099315,0.05247,STU,SAS,female,NA,NA,102
HG03850,HG03850,1063012,1058000,1099334,0.1153,STU,SAS,male,NA,NA,102
HG03851,HG03851,1063764,1058000,1099334,0.1336,STU,SAS,male,NA,NA,102
HG03854,HG03854,1063553,1058000,1099328,0.1287,STU,SAS,male,NA,NA,102
HG03856,HG03856,1063357,1058000,1099341,0.1236,STU,SAS,male,NA,NA,102
HG03857,HG03857,1063081,1058000,1099322,0.1172,STU,SAS,female,NA,NA,102
HG03858,HG03858,1065420,1058000,1099321,0.1741,STU,SAS,female,NA,NA,102
HG03861,HG03861,1064918,1058000,1099330,0.1618,ITU,SAS,female,NA,NA,102
HG03862,HG03862,1063538,1058000,1099318,0.1283,ITU,SAS,female,NA,NA,102
